Managed Areas,MO Class,EBS MO,DU Radio Node / Baseband Radio Node support,Counter,Counter Type,Counter Size,Description,Unit,Condition,Sampling Rate,Scanner,Counter is reset after measurement period,Related PM Event,Pico Support? (Y/N)
,EUtranCellRelation,CellRelation,,pmHoExeAttLteInterFUeMeas,ACC,Single,The number of outgoing intra LTE inter frequency handover execution attempts due to A3 Inter-frequency or A5 measurement report.,,RRC CONNECTION RECONFIGURATION including the mobilityControlInformation is sent to the UE from the source cell when a A3 Inter-frequency or A5 measurement (either RSRP or RSRQ triggered) has been reported from UE.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,Y
,EUtranCellRelation,CellRelation,,pmHoExeAttLteInterFUeMeas,ACC,Single,The number of outgoing intra LTE inter frequency handover execution attempts due to A3 Inter-frequency or A5 measurement report.,,RRC CONNECTION RECONFIGURATION including the mobilityControlInformation is sent to the UE from the source cell when a A3 Inter-frequency or A5 measurement (either RSRP or RSRQ triggered) has been reported from UE.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,Y
,EUtranCellRelation,CellRelation,,pmHoExeAttLteInterFUeMeasRsrp,ACC,Single,The number of outgoing intra LTE inter frequency handover execution attempts due to A3 Inter-frequency or A5 measurement report with trigger quantity RSRP.,,RRC CONNECTION RECONFIGURATION including the mobilityControlInformation is sent to the UE from the source cell when the A3 Inter-frequency or A5 measurement with RSRP has been reported from UE.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,Y
,EUtranCellRelation,CellRelation,,pmHoExeAttLteInterFUeMeasRsrp,ACC,Single,The number of outgoing intra LTE inter frequency handover execution attempts due to A3 Inter-frequency or A5 measurement report with trigger quantity RSRP.,,RRC CONNECTION RECONFIGURATION including the mobilityControlInformation is sent to the UE from the source cell when the A3 Inter-frequency or A5 measurement with RSRP has been reported from UE.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,Y
,EUtranCellRelation,CellRelation,,pmHoExeOutAttLteInterFMcPtt,ACC,Single,Total number of S1 or X2 outgoing intra-LTE inter-frequency handover execution attempts for a UE with MCPTT bearer.,,"OSS steps this counter when one of the following events is received: INTERNAL_PROC_HO_EXEC_S1_OUT or  INTERNAL_PROC_HO_EXEC_X2_OUT, UE has MCPTT bearer and handover type is intra-LTE, inter-frequency.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,N
,EUtranCellRelation,CellRelation,,pmHoExeOutAttLteInterFMcPtt,ACC,Single,Total number of S1 or X2 outgoing intra-LTE inter-frequency handover execution attempts for a UE with MCPTT bearer.,,"OSS steps this counter when one of the following events is received: INTERNAL_PROC_HO_EXEC_S1_OUT or  INTERNAL_PROC_HO_EXEC_X2_OUT, UE has MCPTT bearer and handover type is intra-LTE, inter-frequency.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellRelation,CellRelation,,pmHoExeOutAttLteInterFNonMcPtt,ACC,Single,Total number of S1 or X2 outgoing intra-LTE inter-frequency handover execution attempts for a UE with non-MCPTT bearer.,,"OSS steps this counter when one of the following events is received: INTERNAL_PROC_HO_EXEC_S1_OUT or  INTERNAL_PROC_HO_EXEC_X2_OUT, UE has non-MCPTT bearer and handover type is intra-LTE, inter-frequency.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellRelation,CellRelation,,pmHoExeOutAttLteInterFNonMcPtt,ACC,Single,Total number of S1 or X2 outgoing intra-LTE inter-frequency handover execution attempts for a UE with non-MCPTT bearer.,,"OSS steps this counter when one of the following events is received: INTERNAL_PROC_HO_EXEC_S1_OUT or  INTERNAL_PROC_HO_EXEC_X2_OUT, UE has non-MCPTT bearer and handover type is intra-LTE, inter-frequency.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,N
,EUtranCellRelation,CellRelation,,pmHoExeOutSuccLteInterFMcPtt,ACC,Single,Total number of successful S1 or X2 outgoing intra-LTE inter-frequency handover execution attempts for a UE with MCPTT bearer.,,"OSS steps this counter when one of the following events is received: INTERNAL_PROC_HO_EXEC_S1_OUT or  INTERNAL_PROC_HO_EXEC_X2_OUT, UE has MCPTT bearer, handover type is intra-LTE, inter-frequency and result is successful.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellRelation,CellRelation,,pmHoExeOutSuccLteInterFMcPtt,ACC,Single,Total number of successful S1 or X2 outgoing intra-LTE inter-frequency handover execution attempts for a UE with MCPTT bearer.,,"OSS steps this counter when one of the following events is received: INTERNAL_PROC_HO_EXEC_S1_OUT or  INTERNAL_PROC_HO_EXEC_X2_OUT, UE has MCPTT bearer, handover type is intra-LTE, inter-frequency and result is successful.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,N
,EUtranCellRelation,CellRelation,,pmHoExeOutSuccLteInterFNonMcPtt,ACC,Single,Total number of successful S1 or X2 outgoing intra-LTE inter-frequency handover execution attempts for a UE with non-MCPTT bearer.,,"OSS steps this counter when one of the following events is received: INTERNAL_PROC_HO_EXEC_S1_OUT or  INTERNAL_PROC_HO_EXEC_X2_OUT, UE has non-MCPTT bearer, handover type is intra-LTE, inter-frequency and result is successful.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellRelation,CellRelation,,pmHoExeOutSuccLteInterFNonMcPtt,ACC,Single,Total number of successful S1 or X2 outgoing intra-LTE inter-frequency handover execution attempts for a UE with non-MCPTT bearer.,,"OSS steps this counter when one of the following events is received: INTERNAL_PROC_HO_EXEC_S1_OUT or  INTERNAL_PROC_HO_EXEC_X2_OUT, UE has non-MCPTT bearer, handover type is intra-LTE, inter-frequency and result is successful.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,N
,EUtranCellRelation,CellRelation,,pmHoExeSuccLteInterFAto,ACC,Single,The total number of successful S1 or X2 outgoing intra-LTE inter-frequency handover execution attempts in connection with Admission-Triggered Offload. The counter is created in OSS from the event INTERNAL_PROC_HO_EXEC_S1_OUT or event  INTERNAL_PROC_HO_EXEC_X2_OUT.,,"OSS steps this counter when one of the following events is received; INTERNAL_PROC_HO_EXEC_S1_OUT or  INTERNAL_PROC_HO_EXEC_X2_OUT, with successful result and the cause of handover is ATO.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellRelation,CellRelation,,pmHoExeSuccLteInterFAto,ACC,Single,The total number of successful S1 or X2 outgoing intra-LTE inter-frequency handover execution attempts in connection with Admission-Triggered Offload. The counter is created in OSS from the event INTERNAL_PROC_HO_EXEC_S1_OUT or event  INTERNAL_PROC_HO_EXEC_X2_OUT.,,"OSS steps this counter when one of the following events is received; INTERNAL_PROC_HO_EXEC_S1_OUT or  INTERNAL_PROC_HO_EXEC_X2_OUT, with successful result and the cause of handover is ATO.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,N
,EUtranCellRelation,CellRelation,,pmHoExeSuccLteInterFUeMeas,ACC,Single,The number of successful outgoing intra LTE inter frequency handovers execution due to A3 Inter-frequency or A5 measurement report.,,"UE CONTEXT RELEASE received in the source eNodeB from the target eNodeB (X2 handover) when a A3 Inter-frequency or A5 measurement with RSRP has been reported from UE.
or
Internal eNodeB trigger (corresponding to UE CONTEXT RELEASE) received when the UE has changed cell during a intra eNodeB handover when the A3 Inter-frequency or A5 measurement  with RSRP has been reported from UE.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,Y
,EUtranCellRelation,CellRelation,,pmHoExeSuccLteInterFUeMeas,ACC,Single,The number of successful outgoing intra LTE inter frequency handovers execution due to A3 Inter-frequency or A5 measurement report.,,UE CONTEXT RELEASE COMMAND received in the source eNodeB from the MME with the cause Handover Triggered (S1 handover) when a A3 Inter-frequency or A5 measurement with RSRP has been reported from UE.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,Y
,EUtranCellRelation,CellRelation,,pmHoExeSuccLteInterFUeMeasRsrp,ACC,Single,The number of successful outgoing intra LTE inter frequency handovers execution due to A3 Inter-frequency or A5 measurement report with trigger quantity RSRP.,,UE CONTEXT RELEASE COMMAND received in the source eNodeB from the MME with the cause Handover Triggered (S1 handover) when a A3 Inter-frequency or A5 measurement with RSRP has been reported from UE.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,Y
,EUtranCellRelation,CellRelation,,pmHoExeSuccLteInterFUeMeasRsrp,ACC,Single,The number of successful outgoing intra LTE inter frequency handovers execution due to A3 Inter-frequency or A5 measurement report with trigger quantity RSRP.,,"UE CONTEXT RELEASE received in the source eNodeB from the target eNodeB (X2 handover) when a A3 Inter-frequency or A5 measurement with RSRP has been reported from UE.
or
Internal eNodeB trigger (corresponding to UE CONTEXT RELEASE) received when the UE has changed cell during a intra eNodeB handover when the A3 Inter-frequency or A5 measurement  with RSRP has been reported from UE.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,Y
,EUtranCellRelation,CellRelation,,pmHoPrepAttLteInterFAto,ACC,Single,The total number of S1 or X2 outgoing intra-LTE inter-frequency handover preparation attempts in connection with Admission-Triggered Offload. The counter is created in OSS from the event INTERNAL_PROC_HO_PREP_S1_OUT or event  INTERNAL_PROC_HO_PREP_X2_OUT.,,OSS steps this counter when one of the following events is received: INTERNAL_PROC_HO_PREP_S1_OUT or  INTERNAL_PROC_HO_PREP_X2_OUT and the cause of handover is ATO.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,N
,EUtranCellRelation,CellRelation,,pmHoPrepAttLteInterFAto,ACC,Single,The total number of S1 or X2 outgoing intra-LTE inter-frequency handover preparation attempts in connection with Admission-Triggered Offload. The counter is created in OSS from the event INTERNAL_PROC_HO_PREP_S1_OUT or event  INTERNAL_PROC_HO_PREP_X2_OUT.,,OSS steps this counter when one of the following events is received: INTERNAL_PROC_HO_PREP_S1_OUT or  INTERNAL_PROC_HO_PREP_X2_OUT and the cause of handover is ATO.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellRelation,CellRelation,,pmHoPrepSuccLteInterFAto,ACC,Single,The total number of successful S1 or X2 outgoing intra-LTE inter-frequency handover preparation attempts in connection with Admission-Triggered Offload. The counter is created in OSS from the event INTERNAL_PROC_HO_PREP_S1_OUT or event  INTERNAL_PROC_HO_PREP_X2_OUT.,,"OSS steps this counter when one of the following events is received: INTERNAL_PROC_HO_PREP_S1_OUT or  INTERNAL_PROC_HO_PREP_X2_OUT, with successful result and the cause of handover is ATO.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellRelation,CellRelation,,pmHoPrepSuccLteInterFAto,ACC,Single,The total number of successful S1 or X2 outgoing intra-LTE inter-frequency handover preparation attempts in connection with Admission-Triggered Offload. The counter is created in OSS from the event INTERNAL_PROC_HO_PREP_S1_OUT or event  INTERNAL_PROC_HO_PREP_X2_OUT.,,"OSS steps this counter when one of the following events is received: INTERNAL_PROC_HO_PREP_S1_OUT or  INTERNAL_PROC_HO_PREP_X2_OUT, with successful result and the cause of handover is ATO.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,N
,EUtranCellRelation,CellRelation,,pmHoSigExeOutTimeS1Samp,ACC,Single,This measurement shall provide the number of successful S1 handover executions during the ROP.,,Start trigger is at reception by the source eNodeB of the S1AP HANDOVER COMMAND message from the MME. The Stop trigger is at reception by the source eNodeB of the S1AP UE CONTEXT RELEASE COMMAND message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,Y
,EUtranCellRelation,CellRelation,,pmHoSigExeOutTimeS1Sum,ACC,Single,This measurement shall provide the aggregated time for all successful S1 handover executions during the ROP.,ms,Start trigger is at reception by the source eNodeB of the S1AP HANDOVER COMMAND message from the MME. The Stop trigger is at reception by the source eNodeB of the S1AP UE CONTEXT RELEASE COMMAND message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,Y
,EUtranCellRelation,CellRelation,,pmHoSigExeOutTimeX2Samp,ACC,Single,This measurement shall provide the number of successful X2 handover executions during the ROP.,,Start trigger is at reception by the eNodeB of the X2AP HANDOVER REQUEST ACKNOWLEDGE message. The Stop trigger is at reception by the source eNodeB of the X2AP UE CONTEXT RELEASE message from the target eNodeB.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,Y
,EUtranCellRelation,CellRelation,,pmHoSigExeOutTimeX2Sum,ACC,Single,This measurement shall provide the aggregated time for all successful X2 handover executions during the ROP.,ms,Start trigger is at reception by the eNodeB of the X2AP HANDOVER REQUEST ACKNOWLEDGE message. The Stop trigger is at reception by the source eNodeB of the X2AP UE CONTEXT RELEASE message from the target eNodeB.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,Y
,EnodeBFunction,eNodeB,,pmS1ConnShutdownTimeDistr,ACC,PDF[10],"This measurement shall provide a distribution of the S1 Connection shutdown time during the ROP.
PDF ranges:
[0]: inf...10   ms
[1]: 11...20   ms
[2]: 21...40   ms
[3]: 41...80   ms
[4]: 81...120   ms
[5]: 121...1500   ms
[6]: 1501...1700   ms
[7]: 1701...1900   ms
[8]: 1901...2100   ms
[9]: 2101...inf   ms",ms,Start trigger is when S1 Connection shutdown is sent/received and the stop trigger is when S1 Connection shutdown is completed. Each S1 Connection shutdown shall yield one sample in the distribution.,,Not included in any pre-defined scanner,,INTERNAL_PROC_SCTP_SHUTDOWN,Y
,EnodeBFunction,eNodeB,,pmS1ConnShutdownTimeSamp,ACC,Single,This measurement shall provide the number of S1 Connection shutdowns during the ROP.,,Start trigger is when S1 Connection shutdown is sent/received and the stop trigger is when S1 Connection shutdown is completed.,,Not included in any pre-defined scanner,,INTERNAL_PROC_SCTP_SHUTDOWN,Y
,EnodeBFunction,eNodeB,,pmS1ConnShutdownTimeSum,ACC,Single,This measurement shall provide the aggregated time for all S1 Connection shutdowns during the ROP.,ms,Start trigger is when S1 shutdown is sent/received and the stop trigger is when S1 shutdown is completed.,,Not included in any pre-defined scanner,,INTERNAL_PROC_SCTP_SHUTDOWN,Y
,EnodeBFunction,eNodeB,,pmS1ErrorIndEnbGrp$S1Cause$,ACC,Single,"Number of eNodeB originated Error Indications sent to the MME with cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.413). Differentiated by Cause Group and by Cause.",,"At transmission by eNodeB of ERROR INDICATION message over S1 with cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_EVENT_S1_ERROR_INDICATION,Y
,EnodeBFunction,eNodeB,,pmS1ErrorIndEnbMiscS1Cause$,ACC,Single,"These Miscellaneous Group measurements shall provide the number of eNodeB originated Error Indications sent to the MME per cause, i.e. one counter per L3 message error cause (from 36.413 Section 9.2.1.3)",,At transmission by the eNodeB of the ERROR INDICATION message over S1.,,Not included in any pre-defined scanner,,INTERNAL_EVENT_S1_ERROR_INDICATION,Y
,EnodeBFunction,eNodeB,,pmS1ErrorIndEnbNasS1Cause$,ACC,Single,"These NAS Group measurements shall provide the number of eNodeB originated Error Indications sent to the MME per cause, i.e. one counter per L3 message error cause (from 36.413 Section 9.2.1.3)",,At transmission by the eNodeB of the ERROR INDICATION message over S1.,,Not included in any pre-defined scanner,,INTERNAL_EVENT_S1_ERROR_INDICATION,Y
,EnodeBFunction,eNodeB,,pmS1ErrorIndEnbProtS1Cause$,ACC,Single,"These Protocol Group measurements shall provide the number of eNodeB originated Error Indications sent to the MME per cause, i.e. one counter per L3 message error cause (from 36.413 Section 9.2.1.3)",,At transmission by the eNodeB of the ERROR INDICATION message over S1.,,Not included in any pre-defined scanner,,INTERNAL_EVENT_S1_ERROR_INDICATION,Y
,EnodeBFunction,eNodeB,,pmS1ErrorIndEnbRnlS1Cause$,ACC,Single,"These Radio Network Layer Group measurements shall provide the number of eNodeB originated Error Indications sent to the MME per cause, i.e. one counter per L3 message error cause (from 36.413 Section 9.2.1.3)",,At transmission by the eNodeB of the ERROR INDICATION message over S1.,,Not included in any pre-defined scanner,,INTERNAL_EVENT_S1_ERROR_INDICATION,Y
,EnodeBFunction,eNodeB,,pmS1ErrorIndEnbTranS1Cause$,ACC,Single,"These Transport Group measurements shall provide the number of eNodeB originated Error Indications sent to the MME per cause, i.e. one counter per L3 message error cause (from 36.413 Section 9.2.1.3)",,At transmission by the eNodeB of the ERROR INDICATION message over S1.,,Not included in any pre-defined scanner,,INTERNAL_EVENT_S1_ERROR_INDICATION,Y
,EnodeBFunction,eNodeB,,pmS1ErrorIndMmeGrp$S1Cause$,ACC,Single,"Number of MME originated Error Indication received by eNodeB with cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.413). Differentiated by Cause Group and by Cause.",,"At reception by eNodeB of ERROR INDICATION message over S1 with cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_EVENT_S1_ERROR_INDICATION,Y
,EnodeBFunction,eNodeB,,pmS1ErrorIndMmeMiscS1Cause$,ACC,Single,"These Miscellaneous Group measurements shall provide the number of MME originated Error Indication received by the eNodeB per cause, i.e. one counter per L3 message error cause (from 36.413 Section 9.2.1.3)",,At reception by the eNodeB of the the ERROR INDICATION message over S1.,,Not included in any pre-defined scanner,,INTERNAL_EVENT_S1_ERROR_INDICATION,Y
,EnodeBFunction,eNodeB,,pmS1ErrorIndMmeNasS1Cause$,ACC,Single,"These NAS group measurements shall provide the number of MME originated Error Indication received by the eNodeB per cause, i.e. one counter per L3 message error cause (from 36.413 Section 9.2.1.3)",,At reception by the eNodeB of the the ERROR INDICATION message over S1.,,Not included in any pre-defined scanner,,INTERNAL_EVENT_S1_ERROR_INDICATION,Y
,EnodeBFunction,eNodeB,,pmS1ErrorIndMmeProtS1Cause$,ACC,Single,"These Protocol Group measurements shall provide the number of MME originated Error Indication received by the eNodeB per cause, i.e. one counter per L3 message error cause (from 36.413 Section 9.2.1.3)",,At reception by the eNodeB of the the ERROR INDICATION message over S1.,,Not included in any pre-defined scanner,,INTERNAL_EVENT_S1_ERROR_INDICATION,Y
,EnodeBFunction,eNodeB,,pmS1ErrorIndMmeRnlS1Cause$,ACC,Single,"These Radio Network Layer Group measurements shall provide the number of MME originated Error Indication received by the eNodeB per cause, i.e. one counter per L3 message error cause (from 36.413 Section 9.2.1.3)",,At reception by the eNodeB of the the ERROR INDICATION message over S1.,,Not included in any pre-defined scanner,,INTERNAL_EVENT_S1_ERROR_INDICATION,Y
,EnodeBFunction,eNodeB,,pmS1ErrorIndMmeTranS1Cause$,ACC,Single,"These Transport Group measurements shall provide the number of MME originated Error Indication received by the eNodeB per cause, i.e. one counter per L3 message error cause (from 36.413 Section 9.2.1.3)",,At reception by the eNodeB of the the ERROR INDICATION message over S1.,,Not included in any pre-defined scanner,,INTERNAL_EVENT_S1_ERROR_INDICATION,Y
,EnodeBFunction,eNodeB,,pmS1LiteConnShutdownTimeDistr,ACC,PDF[10],"This measurement shall provide a distribution of the S1-Lite Connection for C-SGN(NB-IOT core) shutdown time during the ROP.
PDF ranges:
[0]: inf...10   ms
[1]: 11...20   ms
[2]: 21...40   ms
[3]: 41...80   ms
[4]: 81...120   ms
[5]: 121...1500   ms
[6]: 1501...1700   ms
[7]: 1701...1900   ms
[8]: 1901...2100   ms
[9]: 2101...inf   ms",ms,Start trigger is when S1-Lite Connection shutdown is sent/received and the stop trigger is when S1-Lite Connection shutdown is completed. Each S1-Lite Connection shutdown shall yield one sample in the distribution.,,Not included in any pre-defined scanner,,INTERNAL_PROC_SCTP_SHUTDOWN,N
,EnodeBFunction,eNodeB,,pmS1LiteConnShutdownTimeSamp,ACC,Single,This measurement shall provide the number of S1-Lite Connection for C-SGN(NB-IOT core)shutdowns during the ROP.,,Start trigger is when S1-Lite Connection shutdown is sent/received and the stop trigger is when S1-Lite Connection shutdown is completed.,,Not included in any pre-defined scanner,,INTERNAL_PROC_SCTP_SHUTDOWN,N
,EnodeBFunction,eNodeB,,pmS1LiteConnShutdownTimeSum,ACC,Single,This measurement shall provide the aggregated time for all S1-Lite Connection for C-SGN(NB-IOT core) shutdowns during the ROP.,ms,Start trigger is when S1-Lite shutdown is sent/received and the stop trigger is when S1-Lite shutdown is completed.,,Not included in any pre-defined scanner,,INTERNAL_PROC_SCTP_SHUTDOWN,N
,EnodeBFunction,eNodeB,,pmX2ConnResetInGrp$X2Cause$,ACC,Single,"Number of incoming X2 resets requested by a neighboring eNodeB with cause other than 3GPP cause groups Miscellaneous, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.423). Differentiated by Cause Group and by Cause.",,"At reception by eNodeB of RESET REQUEST message followed by transmission of RESET RESPONSE message, over X2 with cause other than 3GPP cause groups Miscellaneous, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_PROC_X2_RESET,N
,EnodeBFunction,eNodeB,,pmX2ConnResetInMiscX2Cause$,ACC,Single,"These Miscellaneous Group measurements shall provide the number of incoming X2 resets requested by a neighboring eNodeB per cause, i.e. one counter per L3 message reset cause  (from 36.423 Section 9.2.6)",,"At reception by the eNodeB of the RESET REQUEST message followed by the transmission of the RESET RESPONSE message, over X2.",,Not included in any pre-defined scanner,,INTERNAL_PROC_X2_RESET,N
,EnodeBFunction,eNodeB,,pmX2ConnResetInNasX2Cause$,ACC,Single,"These NAS Group measurements shall provide the number of incoming X2 resets requested by a neighboring eNodeB per cause, i.e. one counter per L3 message reset cause  (from 36.423 Section 9.2.6)",,"At reception by the eNodeB of the RESET REQUEST message followed by the transmission of the RESET RESPONSE message, over X2.",,Not included in any pre-defined scanner,,INTERNAL_PROC_X2_RESET,N
,EnodeBFunction,eNodeB,,pmX2ConnResetInProtX2Cause$,ACC,Single,"These Protocol Group measurements shall provide the number of incoming X2 resets requested by a neighboring eNodeB per cause, i.e. one counter per L3 message reset cause  (from 36.423 Section 9.2.6)",,"At reception by the eNodeB of the RESET REQUEST message followed by the transmission of the RESET RESPONSE message, over X2.",,Not included in any pre-defined scanner,,INTERNAL_PROC_X2_RESET,N
,EnodeBFunction,eNodeB,,pmX2ConnResetInRnlX2Cause$,ACC,Single,"These Radio Network Layer Group measurements shall provide the number of incoming X2 resets requested by a neighboring eNodeB per cause, i.e. one counter per L3 message reset cause  (from 36.423 Section 9.2.6)",,"At reception by the eNodeB of the RESET REQUEST message followed by the transmission of the RESET RESPONSE message, over X2.",,Not included in any pre-defined scanner,,INTERNAL_PROC_X2_RESET,N
,EnodeBFunction,eNodeB,,pmX2ConnResetInTranX2Cause$,ACC,Single,"These Transport Group measurements shall provide the number of incoming X2 resets requested by a neighboring eNodeB per cause, i.e. one counter per L3 message reset cause  (from 36.423 Section 9.2.6)",,"At reception by the eNodeB of the RESET REQUEST message followed by the transmission of the RESET RESPONSE message, over X2.",,Not included in any pre-defined scanner,,INTERNAL_PROC_X2_RESET,N
,EnodeBFunction,eNodeB,,pmX2ConnResetOutGrp$X2Cause$,ACC,Single,"Number of outgoing X2 resets requested by eNodeB with cause other than 3GPP cause groups Miscellaneous, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.423). Differentiated by Cause Group and by Cause.",,"At transmission by eNodeB of RESET REQUEST message followed by reception of RESET RESPONSE message, over X2, with cause other than 3GPP cause groups Miscellaneous, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step), or at expiry of acknowledgement timer, indicating no RESET RESPONSE message was received from peer eNB.",,Not included in any pre-defined scanner,,INTERNAL_PROC_X2_RESET,N
,EnodeBFunction,eNodeB,,pmX2ConnResetOutMiscX2Cause$,ACC,Single,"These Miscellaneous Group measurements shall provide the number of outgoing X2 resets requested by the eNodeB per cause, i.e. one counter per L3 message reset cause  (from 36.423 Section 9.2.6)",,"At transmission by the eNodeB of the RESET REQUEST message followed by the reception of the RESET RESPONSE message, over X2, or at expiry of the acknowledgement timer, indicating no RESET RESPONSE message was received from the peer eNB.",,Not included in any pre-defined scanner,,INTERNAL_PROC_X2_RESET,N
,EnodeBFunction,eNodeB,,pmX2ConnResetOutNasX2Cause$,ACC,Single,"These NAS Group measurements shall provide the number of outgoing X2 resets requested by the eNodeB per cause, i.e. one counter per L3 message reset cause  (from 36.423 Section 9.2.6)",,"At transmission by the eNodeB of the RESET REQUEST message followed by the reception of the RESET RESPONSE message, over X2, or at expiry of the acknowledgement timer, indicating no RESET RESPONSE message was received from the peer eNB.",,Not included in any pre-defined scanner,,INTERNAL_PROC_X2_RESET,N
,EnodeBFunction,eNodeB,,pmX2ConnResetOutProtX2Cause$,ACC,Single,"These Protocol Group measurements shall provide the number of outgoing X2 resets requested by the eNodeB per cause, i.e. one counter per L3 message reset cause  (from 36.423 Section 9.2.6)",,"At transmission by the eNodeB of the RESET REQUEST message followed by the reception of the RESET RESPONSE message, over X2, or at expiry of the acknowledgement timer, indicating no RESET RESPONSE message was received from the peer eNB.",,Not included in any pre-defined scanner,,INTERNAL_PROC_X2_RESET,N
,EnodeBFunction,eNodeB,,pmX2ConnResetOutRnlX2Cause$,ACC,Single,"These Radio Network layer Group measurements shall provide the number of outgoing X2 resets requested by the eNodeB per cause, i.e. one counter per L3 message reset cause  (from 36.423 Section 9.2.6)",,"At transmission by the eNodeB of the RESET REQUEST message followed by the reception of the RESET RESPONSE message, over X2, or at expiry of the acknowledgement timer, indicating no RESET RESPONSE message was received from the peer eNB.",,Not included in any pre-defined scanner,,INTERNAL_PROC_X2_RESET,N
,EnodeBFunction,eNodeB,,pmX2ConnResetOutTranX2Cause$,ACC,Single,"These Transport Group measurements shall provide the number of outgoing X2 resets requested by the eNodeB per cause, i.e. one counter per L3 message reset cause  (from 36.423 Section 9.2.6)",,"At transmission by the eNodeB of the RESET REQUEST message followed by the reception of the RESET RESPONSE message, over X2, or at expiry of the acknowledgement timer, indicating no RESET RESPONSE message was received from the peer eNB.",,Not included in any pre-defined scanner,,INTERNAL_PROC_X2_RESET,N
,EnodeBFunction,eNodeB,,pmX2ErrorIndInGrp$X2Cause$,ACC,Single,"Number of ERROR INDICATION messages received over X2 with cause other than 3GPP cause groups Miscellaneous, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.423). Differentiated by Cause Group and by Cause.",,"At reception by eNodeB of ERROR INDICATION message over X2 with cause other than 3GPP cause groups Miscellaneous, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_EVENT_X2_ERROR_INDICATION,N
,EnodeBFunction,eNodeB,,pmX2ErrorIndInMiscX2Cause$,ACC,Single,"These Miscellaneous Group measurements shall provide the number of ERROR INDICATION messages received over X2 per cause, i.e. one counter per L3 message error cause  (from 36.423 Section 9.2.6)",,At reception by the eNodeB of the ERROR INDICATION message over X2.,,Not included in any pre-defined scanner,,INTERNAL_EVENT_X2_ERROR_INDICATION,N
