Model,MO Class Name,Action,Description,Return Type,Parameter Name,Parameter Description,Data Type,Range and Values,Sequence Length,Deprecated,Obsolete,Precondition,Disturbances,Dependencies,Preliminary
Equipment,RaeSubUnit,sendAntennaPatternFile,"Sends antenna specific data with a mathematical function or graphical representation of the radiation properties of the antenna as a function of space coordinates.
Antenna pattern file is fetched from FTP server.",void,server,"IP address or hostname of FTP server.
",string,,1,,,,,,
Equipment,RaeSubUnit,sendAntennaPatternFile,"Sends antenna specific data with a mathematical function or graphical representation of the radiation properties of the antenna as a function of space coordinates.
Antenna pattern file is fetched from FTP server.",void,path,File path to file on FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,sendAntennaPatternFile,"Sends antenna specific data with a mathematical function or graphical representation of the radiation properties of the antenna as a function of space coordinates.
Antenna pattern file is fetched from FTP server.",void,userName,User name used to logon to FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,sendAntennaPatternFile,"Sends antenna specific data with a mathematical function or graphical representation of the radiation properties of the antenna as a function of space coordinates.
Antenna pattern file is fetched from FTP server.",void,password,Password used to logon to FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,readWeightingFactorFile,Copies Weighting Factor File stored on a device into a specified FTP server.,void,server,"IP address or hostname of FTP server.
",string,,1,,Since 22.Q2. Deprecated: Since 19.Q3. Replaced by downloadWeightingFactorFile. Planned to be removed.,,,,
Equipment,RaeSubUnit,readWeightingFactorFile,Copies Weighting Factor File stored on a device into a specified FTP server.,void,path,File path to store file on FTP server.,string,,1,,Since 22.Q2. Deprecated: Since 19.Q3. Replaced by downloadWeightingFactorFile. Planned to be removed.,,,,
Equipment,RaeSubUnit,readWeightingFactorFile,Copies Weighting Factor File stored on a device into a specified FTP server.,void,userName,User name used to logon to FTP server.,string,,1,,Since 22.Q2. Deprecated: Since 19.Q3. Replaced by downloadWeightingFactorFile. Planned to be removed.,,,,
Equipment,RaeSubUnit,readWeightingFactorFile,Copies Weighting Factor File stored on a device into a specified FTP server.,void,password,Password used to logon to FTP server.,string,,1,,Since 22.Q2. Deprecated: Since 19.Q3. Replaced by downloadWeightingFactorFile. Planned to be removed.,,,,
Equipment,RaeSubUnit,readWeightingFactorFile,Copies Weighting Factor File stored on a device into a specified FTP server.,void,fileIndex,"Index of file to be downloaded, can be ommited to download all Weighting Factor from a device.",string,,0..1,,Since 22.Q2. Deprecated: Since 19.Q3. Replaced by downloadWeightingFactorFile. Planned to be removed.,,,,
Equipment,RaeSubUnit,resetFactoryWeightingFactors,Restores Factory Weighting File to factory settings.,void,,,,,,,,,,,
Equipment,RaeSubUnit,getSupportedFunctions,Returns information of function availability provided by a device.,string,,,,,,,,,,,
Equipment,RaeSubUnit,getNumberofFiles,Returns number of files in subunit.,string,,,,,,,Since 22.Q2. Deprecated: Since 19.Q3. Replaced by getNumberOfFiles. Planned to be removed.,,,,
Equipment,RaeSubUnit,getFileInformation,"Returns names, sizes and types of files stored on a device.",string,fileIndex,Index of file. Typing 0 gives information about all files on device.,string,,0..1,,,,,,
Equipment,RaeSubUnit,getWeightingFactorXml,Returns sets of values provided in Weighting Factor File in form of XML file stored on FTP server.,void,field,For values from 0x01 to 0x0B will return antenna information data according to Annex A in AISG-ES-RAE v2.1.0.,string,,1,,,,,,
Equipment,RaeSubUnit,getWeightingFactorXml,Returns sets of values provided in Weighting Factor File in form of XML file stored on FTP server.,void,server,"IP address or hostname of FTP server.
",string,,1,,,,,,
Equipment,RaeSubUnit,getWeightingFactorXml,Returns sets of values provided in Weighting Factor File in form of XML file stored on FTP server.,void,path,File path for a new file on FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,getWeightingFactorXml,Returns sets of values provided in Weighting Factor File in form of XML file stored on FTP server.,void,userName,User name used to logon to FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,getWeightingFactorXml,Returns sets of values provided in Weighting Factor File in form of XML file stored on FTP server.,void,password,Password used to logon to FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,getWeightingFactorXml,Returns sets of values provided in Weighting Factor File in form of XML file stored on FTP server.,void,additionalParameters,"Additional information for field number 0x0B specific in Table 8.4.8.3 in AISG-ES-RAE v2.1.0 separated with semicolon. Otherwise fill with 0.

Example: 30;65;1880;1920
",string,,0..1,,,,,,
Equipment,RaeSubUnit,get2DWeightingFactors,Returns sets of values provided in 2D Weighting Factor File.,string,subId,For values from 0x01 to 0x1B will return antenna information data according to Chapter 8.4.10 in AISG-ES-RAE v2.2.0.,string,,1,,,,,,
Equipment,RaeSubUnit,get2DWeightingFactors,Returns sets of values provided in 2D Weighting Factor File.,string,additionalParameters,"Optional, additional information for specific data described in Chapter 8.4.10 in AISG-ES-RAE v2.2.0.",string,,0..1,,,,,,
Equipment,RaeSubUnit,get2DWeightingFactorsXml,Returns sets of values provided in 2D Weighting Factor File in form of XML file stored on FTP server.,void,subId,For values from 0x01 to 0x1B will return antenna information data according to Annex H in AISG-ES-RAE v2.2.0.,string,,1,,,,,,
Equipment,RaeSubUnit,get2DWeightingFactorsXml,Returns sets of values provided in 2D Weighting Factor File in form of XML file stored on FTP server.,void,server,"IP address or hostname of FTP server.
",string,,1,,,,,,
Equipment,RaeSubUnit,get2DWeightingFactorsXml,Returns sets of values provided in 2D Weighting Factor File in form of XML file stored on FTP server.,void,path,File path for a new file on FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,get2DWeightingFactorsXml,Returns sets of values provided in 2D Weighting Factor File in form of XML file stored on FTP server.,void,userName,User name used to logon to FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,get2DWeightingFactorsXml,Returns sets of values provided in 2D Weighting Factor File in form of XML file stored on FTP server.,void,password,Password used to logon to FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,get2DWeightingFactorsXml,Returns sets of values provided in 2D Weighting Factor File in form of XML file stored on FTP server.,void,additionalParameters,"Optional, additional information for specific data described in Annex H in AISG-ES-RAE v2.2.0.",string,,0..1,,,,,,
Equipment,RaeSubUnit,readAntennaPatternFile,Copies Antenna Pattern File stored on a device into a specified FTP server.,void,server,"IP address or hostname of FTP server.
",string,,1,,Since 22.Q2. Deprecated: Since 19.Q3. Replaced by downloadAntennaPatternFile. Planned to be removed.,,,,
Equipment,RaeSubUnit,readAntennaPatternFile,Copies Antenna Pattern File stored on a device into a specified FTP server.,void,path,File path to store file on FTP server.,string,,1,,Since 22.Q2. Deprecated: Since 19.Q3. Replaced by downloadAntennaPatternFile. Planned to be removed.,,,,
Equipment,RaeSubUnit,readAntennaPatternFile,Copies Antenna Pattern File stored on a device into a specified FTP server.,void,userName,User name used to logon to FTP server.,string,,1,,Since 22.Q2. Deprecated: Since 19.Q3. Replaced by downloadAntennaPatternFile. Planned to be removed.,,,,
Equipment,RaeSubUnit,readAntennaPatternFile,Copies Antenna Pattern File stored on a device into a specified FTP server.,void,password,Password used to logon to FTP server.,string,,1,,Since 22.Q2. Deprecated: Since 19.Q3. Replaced by downloadAntennaPatternFile. Planned to be removed.,,,,
Equipment,RaeSubUnit,getNumberOfFiles,Returns number of files stored on device.,string,,,,,,,,,,,
Equipment,RaeSubUnit,downloadAntennaPatternFile,Copies Antenna Pattern File stored on a device into a specified FTP server.,void,server,"IP address or hostname of FTP server.
",string,,1,,,,,,
Equipment,RaeSubUnit,downloadAntennaPatternFile,Copies Antenna Pattern File stored on a device into a specified FTP server.,void,path,File path to store file on FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,downloadAntennaPatternFile,Copies Antenna Pattern File stored on a device into a specified FTP server.,void,userName,User name used to logon to FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,downloadAntennaPatternFile,Copies Antenna Pattern File stored on a device into a specified FTP server.,void,password,Password used to logon to FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,downloadWeightingFactorFile,Copies Weighting Factor File stored on a device into a specified FTP server.,void,server,"IP address or hostname of FTP server.
",string,,1,,,,,,
Equipment,RaeSubUnit,downloadWeightingFactorFile,Copies Weighting Factor File stored on a device into a specified FTP server.,void,path,File path to store file on FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,downloadWeightingFactorFile,Copies Weighting Factor File stored on a device into a specified FTP server.,void,userName,User name used to logon to FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,downloadWeightingFactorFile,Copies Weighting Factor File stored on a device into a specified FTP server.,void,password,Password used to logon to FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,setCurrentSensorDataAsTarget,"Copies actual position, altitude, azimuth, and mechanical downtilt of unit and sets them as target data for geolocation monitor.",void,,,,,,,,,,,
Equipment,AsdSubUnit,autoset,"Activates autoset action for target tilt, roll or azimuth.",void,mechanicalAzimuth,Flag for activating autoset on mechanical azimuth target.,boolean,,1,,,,,,
Equipment,AsdSubUnit,autoset,"Activates autoset action for target tilt, roll or azimuth.",void,mechanicalRoll,Flag for activating autoset on mechanical roll target.,boolean,,1,,,,,,
Equipment,AsdSubUnit,autoset,"Activates autoset action for target tilt, roll or azimuth.",void,mechanicalTilt,Flag for activating autoset on mechanical tilt target.,boolean,,1,,,,,,
Equipment,AsdSubUnit,calibrate,Calibrates ASD.,void,,,,,,,,,,,
Equipment,AsdSubUnit,deleteTargetThresholds,Deletes target thresholds for chosen parameters.,void,mechanicalAzimuth,Flag for deleting target thresholds for mechanical azimuth.,boolean,,1,,,,Any activated autoset function will be terminated after successful action execution.,,
Equipment,AsdSubUnit,deleteTargetThresholds,Deletes target thresholds for chosen parameters.,void,mechanicalRoll,Flag for deleting target thresholds for mechanical roll.,boolean,,1,,,,Any activated autoset function will be terminated after successful action execution.,,
Equipment,AsdSubUnit,deleteTargetThresholds,Deletes target thresholds for chosen parameters.,void,mechanicalTilt, Flag for deleting target thresholds for mechanical tilt.,boolean,,1,,,,Any activated autoset function will be terminated after successful action execution.,,
Equipment,AsdSubUnit,getAlignmentData,"Updates values in mechanicalAzimuth, mechanicalRoll and mechanicalTilt structs.
Structures are not updated if hardware does not support corresponding sensing functions. See getSupportedFunctions.",void,,,,,,,,,,,
Equipment,AsdSubUnit,getSupportedFunctions,Returns information of function availability provided by an ASD.,string,,,,,,,,,,,
Equipment,GlsSubUnit,getSensorData,"Updates values in altitude, coordinates and precision structs with data provided by GPS sensors. Fields are not updated if hardware does not support corresponding function. See getSupportedFunctions.",void,,,,,,,,,,,
Equipment,GlsSubUnit,getSupportedFunctions,Returns information of function availability provided by a device.,string,,,,,,,,,,,
Equipment,BatteryUnit,delete,"This action deletes the BatteryUnit MO.

To prevent the system from recreating the BatteryUnit MO, battery hardware must be disconnected.",void,,,,,,,,,,,
Equipment,Cabinet,readUnresolvedEnclosurePid,"Reads conflicting Cabinet Product Data when alarm Enclosure Product Data Mismatch is raised due to discrepancies between the product data stored in the database and the SCU/SUP.
Transaction required: No.",struct ApcEnclosurePidList,,,,,,,,,,,
Equipment,Cabinet,resolveEnclosurePid,"Resolves the Cabinet Product Data to use for the system when alarm Enclosure Product Data Mismatch is raised. The selected Cabinet Pid is stored persistently in the database and in the SCU/SUP.
Transaction required: No.",void,selectedPid,Cabinet Product Data to use.,enum ApcEnclosurePidSelection,"CANCEL
MOM_ENCLOSURE_PID
SCU_ENCLOSURE_PID",1,,,,,Must be preceded by action readUnresolvedEnclosurePid to execute successfully.,
Equipment,EFuse,setLoadType,"Specifies if the e-fuse must be used for main or prio load.
Transaction required: No.",void,loadType,Specifies if the e-fuse shall be used for main or prio load.,enum ApcEFuseLoadType,"MAIN
PRIO",1,,,,,Attribute remoteControllable must be set to true in order to change load type setting via this action.,
Equipment,EFuse,setColdStartup,"Specifies whether or not the e-fuse must be on at cold startup.
Transaction required: No.",void,onAtColdStartup,Specifies if the e-fuse shall be on at cold startup or not.,boolean,,1,,,,,Attribute remoteControllable must be set to true in order to change cold startup setting via this action.,
Equipment,EFuse,setRemoteControllable,"Specifies whether or not the e-fuse can be remote controlled.
Transaction required: No.",void,remoteControllable,Specifies if it shall be possible to control the e-fuse remotely or not.,boolean,,1,,,,,,
Equipment,EFuse,setOutput,"Activates or deactivates power output.
Transaction required: No.",void,powerOutputState,Sets power output to ON or OFF.,enum ApcEFuseOutput,"ON
OFF
TEMPORARY_OFF",1,,,,Can disturb traffic if set to OFF or TEMPORARY_OFF.,Attribute remoteControllable must be set to true in order to set power output via this action.,
Equipment,EnergyMeter,setEnergyMeterEnabled,Configures the energy meter as enabled or disabled. The configuration is reflected in attribute energyMeterEnabled.,void,energyMeterEnabled,Whether to configure the energy meter as enabled or disabled.,boolean,,1,,,,,,
Equipment,EnergyMeter,configureLowDcInputVoltageNotification,"Configures low DC input voltage notification.

Can be observed in attribute lowDcInputVoltageNotification.",void,perceivedSeverity,Perceived severity for alarm InputVoltageBelowConfiguredThreshold.,enum ApcPerceivedSeverity,"CRITICAL
MAJOR
MINOR
WARNING",1,,,,,,
Equipment,EnergyMeter,configureLowDcInputVoltageNotification,"Configures low DC input voltage notification.

Can be observed in attribute lowDcInputVoltageNotification.",void,alarmRaiseVoltage,"Lower DC input voltage threshold for raising alarm.

Value -1 disables notification.",int16,"-520..-380, -1",1,,,,,,
Equipment,EnergyMeter,configureLowDcInputVoltageNotification,"Configures low DC input voltage notification.

Can be observed in attribute lowDcInputVoltageNotification.",void,alarmCeaseVoltage,Higher DC input voltage threshold for ceasing alarm. This value must be above alarmRaiseVoltage.,int16,-530..-400,1,,,,,,
Equipment,EnergyMeter,configureLowDcInputVoltageNotification,"Configures low DC input voltage notification.

Can be observed in attribute lowDcInputVoltageNotification.",void,alarmRaiseDelay,Minimum amount of time that DC input voltage must be below alarmRaiseVoltage before an alarm is raised.,uint16,6..3600,1,,,,,,
Equipment,EnergyMeter,configureLowDcInputVoltageNotification,"Configures low DC input voltage notification.

Can be observed in attribute lowDcInputVoltageNotification.",void,alarmCeaseDelay,Minimum amount of time that DC input voltage must be above alarmCeaseVoltage before an alarm is ceased.,uint16,6..3600,1,,,,,,
NodeSupport,EquipmentDiscovery,performFullAntennaDeviceScan,"Scans connected AISG units and stores results on the SFTP location indicated by sftpServerIpAddress and sftpServerPath. Contains unique unit ID, device type and how units are connected to RBS. Result is used to detect and correct configuration errors in antenna system, such as unique ID of cascaded ARET units.
SFTP credentials are stored in the following attributes:
- sftpServerIpAddress
- sftpServerPath
- sftpUsername
- sftpPassword.
Scan state can be observed through attribute equipmentDiscoveryStatus. Complete scan can take several minutes.

NOTE: Scan result is incomplete in the following cases:
- If any connected device is not operational.
- If connection to any device is broken.
- If corresponding radio units do not support device scan.",void,,,,,,,,"Attribute antennaDeviceScanInBackground is set to false.
NodeMangementFunction.antennaDeviceScan action is not running.
EquipmentDiscovery.performFullAntennaDeviceScan is not running.
AntennaNearUnit.downloadSoftware is not running.
The following attributes are specified:
- sftpServerIpAddress
- sftpServerPath
- sftpUsername
- sftpPassword
- dataRate
- portVoltage
- portConfiguration.","When high values for parameter portVoltage are used, executing this action can cause permanent damage to antenna system equipment.",Must not be run simultaneously with the AntennaNearUnit.downloadSoftware action.,
NodeSupport,ExternalUpManager,createExternalUp,Creates external upgrade package. Corresponding ExternalUp MO is created. MOs in unitList are referenced by created ExternalUp MO.,void,uri,Contains URI that points to directory that contains UP content. Generic URI syntax is defined by RFC 2396. URI must not contain any password. Password must be provided in second parameter of this action.,string,,0..1,,,,,,
NodeSupport,ExternalUpManager,createExternalUp,Creates external upgrade package. Corresponding ExternalUp MO is created. MOs in unitList are referenced by created ExternalUp MO.,void,password,"Password to server that provides UP. If authentication is not password-based, this parameter is ignored.",string,,0..1,,,,,,
NodeSupport,ExternalUpManager,createExternalUp,Creates external upgrade package. Corresponding ExternalUp MO is created. MOs in unitList are referenced by created ExternalUp MO.,void,unitList,List of MOs for which external upgrade package is applicable. This list must contain MOs of type SupportUnit.,moRef ManagedObject,,0..,,,,,,
NodeSupport,ExternalUpManager,removeExternalUp,Deletes external upgrade package. This action removes ExternalUp MO specified as action parameter. Also removes all files temporarily stored in ME and associated with UP. This action returns when removal is completed.,void,externalUp,ExternalUp MO to be removed.,moRef ExternalUp,,0..1,,,,,,
NodeSupport,ExternalUp,activate,"Current firmware is fully taken into operation.

Disturbances: When activating upgrade package, hardware under upgrade is restarted.",void,,,,,,,,,,,
NodeSupport,ExternalUp,transferFile,Current firmware is transferred from node to hardware that is to be upgraded.,void,,,,,,,,,,,
Equipment,FieldReplaceableUnit,restartUnit,Restarts the FRU.,void,restartRank,The restart rank.,enum RestartRank,"RESTART_WARM
RESTART_COLD
RESTART_COLDWTEST",1,,,, Restart causes loss of traffic.,,
Equipment,FieldReplaceableUnit,restartUnit,Restarts the FRU.,void,restartReason,The reason for the restart.,enum RestartReason,"PLANNED_RECONFIGURATION
UNPLANNED_NODE_EXTERNAL_PROBLEMS
UNPLANNED_NODE_UPGRADE_PROBLEMS
UNPLANNED_O_AND_M_ISSUE
UNPLANNED_CYCLIC_RECOVERY
UNPLANNED_LOCKED_RESOURCES
UNPLANNED_COLD_WITH_HW_TEST
UNPLANNED_CALL_PROCESSING_DEGRADATION
UNPLANNED_LOW_COVERAGE
OPERATOR_CLASSIFIED_PROBLEMS",1,,,, Restart causes loss of traffic.,,
Equipment,FieldReplaceableUnit,restartUnit,Restarts the FRU.,void,restartInfo,A free text field where extra information can be added.,string,,0..1,,,, Restart causes loss of traffic.,,
Equipment,FieldReplaceableUnit,writeRepairDelivNote,Writes HW log entry. Only one HW log entry is allowed for each unit. The existing entries in the HW log are not updated.,void,preparedBy,Name of operator preparing the log entry.,string,Length: 1..15,1,,,,,,
Equipment,FieldReplaceableUnit,writeRepairDelivNote,Writes HW log entry. Only one HW log entry is allowed for each unit. The existing entries in the HW log are not updated.,void,stateCode,"The HW status when the failure occured:
R = Repaired unit failed during installation or test.
S = Unit in service failure occured.
T = New unit failed during installation or test.",string,Length: 1,1,,,,,,
Equipment,FieldReplaceableUnit,writeRepairDelivNote,Writes HW log entry. Only one HW log entry is allowed for each unit. The existing entries in the HW log are not updated.,void,trNumber,"If the unit has a connection with a trouble report, a reference to this must be supplied.",string,Length: 0..10,1,,,,,,
Equipment,FieldReplaceableUnit,writeRepairDelivNote,Writes HW log entry. Only one HW log entry is allowed for each unit. The existing entries in the HW log are not updated.,void,reference,Complaint reference.,string,Length: 0..8,1,,,,,,
Equipment,FieldReplaceableUnit,writeRepairDelivNote,Writes HW log entry. Only one HW log entry is allowed for each unit. The existing entries in the HW log are not updated.,void,descriptionOfFault,"Specific description of the fault observed. It is also important that other external factors are described as well. For product safety reasons also specify fore, water damage and so on.",string,Length: 1..64,1,,,,,,
Equipment,FieldReplaceableUnit,writeRepairDelivNote,Writes HW log entry. Only one HW log entry is allowed for each unit. The existing entries in the HW log are not updated.,void,countryCode,Two letter country code.,string,Length: 2,1,,,,,,
Equipment,FieldReplaceableUnit,resetUnitInstallation,"Uninstalls the corresponding FieldReplaceableUnit. Applicable only to FieldReplaceableUnits of type Radio Dot, and only when the unit has been physically removed. The action sets the availability status of the MO to NOT_INSTALLED.",void,,,,,,,,,,,
Equipment,FieldReplaceableUnit,activateDeepSleep,"Activates deep sleep on hardware unit represented by this MO.
Result can be observed in deepSleepStatus attribute.",void,,,,,,,,,,,
Equipment,FieldReplaceableUnit,deactivateDeepSleep,"Deactivates deep sleep on hardware unit represented by this MO.
Result can be observed in deepSleepStatus attribute.",void,,,,,,,,,,,
Equipment,FieldReplaceableUnit,activateOpticalIndicators,"Activates optical indicators during a time period.
When time period expires, optical indicator control is resumed according to unitOpticalIndicatorControl.


",void,duration,"Duration of time period.
Value 0 cancels currently ongoing action.",uint16,0..1440,1,,,,,,
Equipment,HereIAmIndication,startHereIAmIndication,"Starts double flashing of maintenance indicator on hardware unit represented by parent of this MO. 
This action is rejected if maintenance indicator currently blinks fast or slowly. 
This action is rejected if a faulty condition occurs, for example communication problem over link.",void,,,,,,,,,,,
Equipment,HereIAmIndication,stopHereIAmIndication,"Stops double flashing of maintenance indicator on hardware unit represented by parent of this MO. 
This action is rejected if a faulty condition occurs, for example communication problem over link.",void,,,,,,,,,,,
Equipment,ORadio,sendCommand,Perform YANG style XML commands towards ORadio. ,void,commandString,Command to be executed. ,string,,1,,,,,,
Equipment,ORadio,sendCommand,Perform YANG style XML commands towards ORadio. ,void,timeout,"Maximum time to wait for response and (optional) notification.
value 0 is invalid.
Unit: 1s.",int32,,1,,,,,,
Equipment,ORadio,sendCommand,Perform YANG style XML commands towards ORadio. ,void,notification,NETCONF notification to be received.,string,,0..1,,,,,,
Equipment,ORadio,cancelCommand,Cancel current command.,void,,,,,,,,,,,
Equipment,ORadio,openOamNetwork,"Open OAM network connection between management system and ORadio.
Result is displayed in oamConnectionResult.",void,,,,,,,,,,,
Equipment,ORadio,closeOamNetwork,"Close OAM network connection between management system and ORadio.
Result is displayed in oamConnectionResult.",void,,,,,,,,,,,
Equipment,ORadio,readFileList,"Retrieves the file list from the ORadio unit.
Result is displayed in readFileListResult attribute.",void,folder,Folder of ORadio unit to be read.,string,,1,,,,,,
Equipment,ORadio,uploadFile,"Uploads a single file from the ORadio unit to a file server.
Result is displayed in uploadFileNotificationResult attribute.",void,ipAddress,IP address of file server.,string,Length: 1..253,1,,,,,,
Equipment,ORadio,uploadFile,"Uploads a single file from the ORadio unit to a file server.
Result is displayed in uploadFileNotificationResult attribute.",void,username,User name for connecting to file server.,string,,1,,,,,,
Equipment,ORadio,uploadFile,"Uploads a single file from the ORadio unit to a file server.
Result is displayed in uploadFileNotificationResult attribute.",void,password,Password for connecting to file server.,string,,1,,,,,,
Equipment,ORadio,uploadFile,"Uploads a single file from the ORadio unit to a file server.
Result is displayed in uploadFileNotificationResult attribute.",void,localPath,File path on ORadio unit for file to be uploaded.,string,,1,,,,,,
Equipment,ORadio,uploadFile,"Uploads a single file from the ORadio unit to a file server.
Result is displayed in uploadFileNotificationResult attribute.",void,remotePath,File path on file server where uploaded file is stored.,string,,1,,,,,,
Equipment,ORadio,uploadFile,"Uploads a single file from the ORadio unit to a file server.
Result is displayed in uploadFileNotificationResult attribute.",void,timeout,"Maximum time to wait for response and notification.
Unit: 1s.",uint16,1..65535,1,,,,,,
Equipment,PlugInModule,delete,This action deletes the PlugInModule MO.,void,,,,,,,,,,,
Equipment,RcvdPowerScanner,scanRcvdPower,"Starts a scan on the radio unit, measuring the received power on a set of frequency ranges.
If the scan can be started, the action returns a value greater than zero, indicating the scanId. 
When the scan is completed, attribute scanResult is updated and attribute scanId is set to the identifier returned by the action.

Valid bandwidth value in RcvdPowerFreqRange is 5000 kHz or 10000 kHz.

If a scan cannot be started, a negative value is returned. The negative value do not update the result attributes.
Each negative value corresponds to a unique error code as specified below:
-1 scan request parameters are invalid / scan request have invalid parameters
-2 target device is not available
-3 target device does not have capability to perform scan
-4 scan mode and carrier status are inconsistent 
-5 scan is already ongoing.",int32,scanFreqList,the set of frequencies on which the scan shall be performed.,struct RcvdPowerFreqRange,,1..30,,,,,,
Equipment,RcvdPowerScanner,scanRcvdPower,"Starts a scan on the radio unit, measuring the received power on a set of frequency ranges.
If the scan can be started, the action returns a value greater than zero, indicating the scanId. 
When the scan is completed, attribute scanResult is updated and attribute scanId is set to the identifier returned by the action.

Valid bandwidth value in RcvdPowerFreqRange is 5000 kHz or 10000 kHz.

If a scan cannot be started, a negative value is returned. The negative value do not update the result attributes.
Each negative value corresponds to a unique error code as specified below:
-1 scan request parameters are invalid / scan request have invalid parameters
-2 target device is not available
-3 target device does not have capability to perform scan
-4 scan mode and carrier status are inconsistent 
-5 scan is already ongoing.",int32,scanType,"Received power scan types.
Determines whether the scan shall be performed on frequency ranges with or without active carriers.",enum RcvdPowerScanType,"RCVD_POWER_WITHOUT_CARRIER
RCVD_POWER_WITH_CARRIER",1,,,,,,
Equipment,RfPort,startRlFreqSweep,Starts return loss frequency sweep on RfPort of a specific radio unit. Return loss measurement data is collected from the radio unit and stored on SFTP server.,void,ipAddress,IP address for SFTP server.,string,Length: 0..128,1,,,,,,
Equipment,RfPort,startRlFreqSweep,Starts return loss frequency sweep on RfPort of a specific radio unit. Return loss measurement data is collected from the radio unit and stored on SFTP server.,void,username,User name for connecting to the SFTP server.,string,Length: 0..128,1,,,,,,
Equipment,RfPort,startRlFreqSweep,Starts return loss frequency sweep on RfPort of a specific radio unit. Return loss measurement data is collected from the radio unit and stored on SFTP server.,void,password,Password for connecting to the SFTP server.,string,Length: 0..128,1,,,,,,
Equipment,RfPort,startRlFreqSweep,Starts return loss frequency sweep on RfPort of a specific radio unit. Return loss measurement data is collected from the radio unit and stored on SFTP server.,void,uploadDirectory,Path to the directory in the SFTP server where measurement data is stored.,string,Length: 0..128,1,,,,,,
Equipment,RfPort,startRlFreqSweep,Starts return loss frequency sweep on RfPort of a specific radio unit. Return loss measurement data is collected from the radio unit and stored on SFTP server.,void,samplingStep,Frequency sampling length.,uint32,500..5000,1,,,,,,
Equipment,RfPort,resetPimDesenseFilter,Resets PIMD filter.,void,,,,,,,,,,,
NodeSupport,RfVswrInstallationCheck,performCheck,"Triggers Antenna System Validation (ASV) VSWR measurements for whole node, given radios or specific RF ports. Stores measurement results in rfPortTestResult for further evaluation.",void,testLevel,Level on which test is executed.,enum TestLevel,"NODE
RADIO
RFPORT",1,,,,,,
NodeSupport,RfVswrInstallationCheck,performCheck,"Triggers Antenna System Validation (ASV) VSWR measurements for whole node, given radios or specific RF ports. Stores measurement results in rfPortTestResult for further evaluation.",void,thresholdLow,"Integer value that is a reference to set testResult according to user requirements.
If result is less than thresholdLow, then testResult is NOK (not OK).
If result is greater than or equal to thresholdLow and less than thresholdHigh, then testResult is OKW (OK with warning).",uint8,10..17,0..1,,,,,,
NodeSupport,RfVswrInstallationCheck,performCheck,"Triggers Antenna System Validation (ASV) VSWR measurements for whole node, given radios or specific RF ports. Stores measurement results in rfPortTestResult for further evaluation.",void,thresholdHigh,"Integer value that is a reference to set testResult according to user requirements.
If result is less than thresholdHigh and greater than or equal to thresholdLow, then testResult is OKW (OK with warning).
If result is greater than or equal to thresholdHigh then testResult is OK.",uint8,10..17,0..1,,,,,,
NodeSupport,RfVswrInstallationCheck,performCheck,"Triggers Antenna System Validation (ASV) VSWR measurements for whole node, given radios or specific RF ports. Stores measurement results in rfPortTestResult for further evaluation.",void,targetLDN,Array of LDNs that identifies radio units or RF ports to test. Used only if testLevel is set to RADIO or RFPORT.,moRef ManagedObject,,0..280,,,,,,
Equipment,SupportUnit,deregisterSupportUnit,"Deregisters support unit in support unit hosts. That is, SupportUnit MO is removed from supportUnitRef attribute in corresponding FieldReplaceableUnit or/and from upgradeTargetRef in corresponding ExternalUp MOs. When SupportUnit MO is no longer referred to (reservedBy attribute has become empty), SupportUnit MO is automatically deleted.
Transaction required: Yes",void,,,,,,,,"Support unit HW is disconnected. Otherwise, SupportUnit MO is recreated.",,,
Equipment,SupportUnit,sendCommand,Sends user-defined payload to connected support unit. Received reply is held by commandResult attribute.,void,commandString,User defined payload.,string,Length: 1..64,0..1,,,,,,
Equipment,SupportUnit,sendCommand,Sends user-defined payload to connected support unit. Received reply is held by commandResult attribute.,void,timeout,Time in seconds for action to perform.,int16,1..30,0..1,,,,,,
Equipment,SupportUnit,restartUnit,Restarts support unit. Applicable only to support units with restart capability.,void,,,,,,,,,,,
Equipment,SwImage,restrictSwVersion,"Restricts installation and execution of software from Upgrade Package produced before 2025.
Action is not reversible.
This action can update the value of allowedSw.",string,,,,,,,,,,,
Equipment,SyncTestInterface,outputSyncTestInterfaceSignal,Signal output on sync test interface.,void,outputSyncTestInterfaceSignal,Signal output on sync test interface.,enum OutputSyncTestInterfaceSignal,"FREQUENCY_1PPS
TIME_LOCKED_1PPS
FREQUENCY_2048KHZ
FREQUENCY_10MHZ
NO_SIGNAL",1,,,,,,
