Model,MO Class Name,Struct Name,Parameter Name,Sequence Length,Parameter Description,Data Type,Range and Values,Default Value,MultiplicationFactor,Unit,Resolution,Dependencies,Deprecated,Obsolete,Preliminary
Equipment,BatteryUnit,ApcProductData,serialNumber,1,The serial number of the product. ,string,Length: 1..13,"""None""",,,,,,,
Equipment,Cabinet,ApcEnclosurePidList,momProductionDate,1,"Production date, as stored in database.",string,Length: 5..8,"""None""",,,,,,,
Equipment,Cabinet,ApcEnclosurePidList,momProductName,1,"Product name, as stored in database.",string,Length: 1..32,"""None""",,,,,,,
Equipment,Cabinet,ApcEnclosurePidList,momProductNumber,1,"Product number, as stored in database.",string,Length: 1..24,"""None""",,,,,,,
Equipment,Cabinet,ApcEnclosurePidList,momProductRevision,1,"Product revision state, as stored in database.",string,Length: 1..7,"""None""",,,,,,,
Equipment,Cabinet,ApcEnclosurePidList,momSerialNumber,1,"Product serial number, as stored in database.",string,Length: 1..13,"""None""",,,,,,,
Equipment,Cabinet,ApcEnclosurePidList,scuProductionDate,1,"Production date, as stored in SCU/SUP.",string,Length: 5..8,"""None""",,,,,,,
Equipment,Cabinet,ApcEnclosurePidList,scuProductName,1,"Product name, as stored in SCU/SUP.",string,Length: 1..32,"""None""",,,,,,,
Equipment,Cabinet,ApcEnclosurePidList,scuProductNumber,1,"Product number, as stored in SCU/SUP.",string,Length: 1..24,"""None""",,,,,,,
Equipment,Cabinet,ApcEnclosurePidList,scuProductRevision,1,"Product revision state, as stored in SCU/SUP.",string,Length: 1..7,"""None""",,,,,,,
Equipment,Cabinet,ApcEnclosurePidList,scuSerialNumber,1,"Product serial number, as stored in SCU/SUP.",string,Length: 1..13,"""None""",,,,,,,
Equipment,Cabinet,ApcProductData,productionDate,1,"The production date is represented in two ways:

- the preferred syntax is four-digits for the year, two digits for the month, and two digits for the day.
Example: 19991231

- the date is also be represented by two digits for the year, followed by the letter W for week, and two digits for the number of the week.
Example: 99W52",string,Length: 5..8,"""None""",,,,,,,
Equipment,Cabinet,ApcProductData,productName,1,The name of the product.,string,Length: 1..32,"""None""",,,,,,,
Equipment,Cabinet,ApcProductData,productNumber,1,"The product number of the product.

Examples: ABC 101 001, CXC 123 456, 1/BFD 101 999
",string,Length: 1..24,"""None""",,,,,,,
Equipment,Cabinet,ApcProductData,productRevision,1,"The revision state of the product.

Examples: R1, R1A, R1A02, P7B ",string,Length: 1..7,"""None""",,,,,,,
Equipment,Cabinet,ApcProductData,serialNumber,1,The serial number of the product. ,string,Length: 1..13,"""None""",,,,,,,
Equipment,DotGroupConfig,DotGroup,noOfBranchesInGrp3,1,Number of branches in dot group 3.,int32,"0, 2, 4, 6, 8",0,,,,,,,
Equipment,DotGroupConfig,DotGroup,noOfBranchesInGrp4,1,Number of branches in dot group 4.,int32,"0, 2, 4, 6, 8",0,,,,,,,
Equipment,DotGroupConfig,DotGroup,noOfBranchesInGrp1,1,Number of branches in dot group 1.,int32,"0, 2, 4, 6, 8",0,,,,,,,
Equipment,DotGroupConfig,DotGroup,noOfBranchesInGrp2,1,Number of branches in dot group 2.,int32,"0, 2, 4, 6, 8",0,,,,,,,
Equipment,Enclosure,ProductData,productionDate,1,The date the product was produced.,string,Length: 19..31,,,,,,,,
Equipment,Enclosure,ProductData,productName,1,The name of the product.,string,,"""None""",,,,,,,
Equipment,Enclosure,ProductData,productNumber,1,The product number of the product.,string,,"""None""",,,,,,,
Equipment,Enclosure,ProductData,productRevision,1,The revision state of the product.,string,,"""None""",,,,,,,
Equipment,Enclosure,ProductData,serialNumber,1,Unique number identifying the product instance.,string,,"""None""",,,,,,,
Equipment,EnergyMeter,LowDcInputVoltageNotification,perceivedSeverity,1,Perceived severity for alarm InputVoltageBelowConfiguredThreshold.,enum ApcPerceivedSeverity,"CRITICAL
MAJOR
MINOR
WARNING",,,,,,,,
Equipment,EnergyMeter,LowDcInputVoltageNotification,alarmCeaseDelay,1,An alarm is ceased when the DC input voltage is above configured threshold for at least the time set.,uint16,6..3600,,,s,,,,,
Equipment,EnergyMeter,LowDcInputVoltageNotification,alarmRaiseDelay,1,An alarm is raised when the DC input voltage is below configured threshold for at least the time set.,uint16,6..3600,,,s,,,,,
Equipment,EnergyMeter,LowDcInputVoltageNotification,alarmCeaseVoltage,1,"Higher DC input voltage threshold. When DC input voltage is higher than this value, system might cease an InputVoltageBelowConfiguredThreshold alarm.",int16,-530..-400,,0.1,V,,,,,
Equipment,EnergyMeter,LowDcInputVoltageNotification,alarmRaiseVoltage,1,"Lower DC input voltage threshold. When DC input voltage is lower than this value, system might raise an InputVoltageBelowConfiguredThreshold alarm.

If -1, notificaiton is disabled.",int16,"-520..-380, -1",,0.1,V,,,,,
Equipment,EnergyMeter,LowDcInputVoltageNotification,status,1, The status of low DC input voltage notification.,enum LowDcInputVoltageNotificationStatus,"ENABLED
NOT_SUPPORTED
DISABLED",,,,,,,,
NodeSupport,ExternalUp,AdministrativeData,revision,1,Version of firmware.,string,,"""None""",,,,,,,
NodeSupport,ExternalUp,AdministrativeData,name,1,Name of firmware.,string,,"""None""",,,,,,,
NodeSupport,ExternalUp,AdministrativeData,vendor,1,Vendor of firmware.,string,,"""None""",,,,,,,
NodeSupport,ExternalUp,ExternalUpUnitStatus,unitStatus,1,Status of upgrade for hardware unit.,enum ExternalUpStatus,"INIT_IN_PROGRESS
INIT_FAILED
INIT_COMPLETED
TRANSFER_FILE_IN_PROGRESS
TRANSFER_FILE_COMPLETED
TRANSFER_FILE_PARTIALLY_COMPLETED
TRANSFER_FILE_FAILED
ACTIVATION_IN_PROGRESS
ACTIVATION_COMPLETED
ACTIVATION_PARTIALLY_COMPLETED
ACTIVATION_FAILED",,,,,,,,
NodeSupport,ExternalUp,ExternalUpUnitStatus,statusMessage,1,A message further describing the meaning of hardware unit upgrade status.,string,,"""None""",,,,,,,
NodeSupport,ExternalUp,ExternalUpUnitStatus,upgradeTargetRef,1,"Reference to SupportUnit MO that this ExternalUpUnitStatus instance is created for. Using this instance, status of upgrade of said unit can be observed.",moRef ManagedObject,,,,,,,,,
NodeSupport,ExternalUp,ExternalUpUnitStatus,timeActionCompleted,1,Date and time when action is completed successfully or unsuccessfully.,string,Length: 19..31,,,,,,,,
NodeSupport,ExternalUp,ExternalUpUnitStatus,timeActionStarted,1,Date and time when current action is started.,string,Length: 19..31,,,,,,,,
NodeSupport,ExternalUp,ExternalUpUnitStatus,timeOfLastStatusUpdate,1,Date and time of last MO attribute update.,string,Length: 19..31,,,,,,,,
NodeSupport,ExternalUp,ExternalUpUnitStatus,progressPercentage,1,Overall progress for completion of action. Range is between 0 and 100.,uint8,0..100,,,,,,,,
Equipment,FieldReplaceableUnit,ProductData,productionDate,1,The date the product was produced.,string,,"""None""",,,,,,,
Equipment,FieldReplaceableUnit,ProductData,productName,1,The name of the product.,string,,"""None""",,,,,,,
Equipment,FieldReplaceableUnit,ProductData,productNumber,1,The product number of the product.,string,,"""None""",,,,,,,
Equipment,FieldReplaceableUnit,ProductData,productRevision,1,The revision state of the product.,string,,"""None""",,,,,,,
Equipment,FieldReplaceableUnit,ProductData,serialNumber,1,Unique number identifying the product instance.,string,,"""None""",,,,,,,
Equipment,FieldReplaceableUnit,HwTestResult,timeStamp,1,Indicates when the test was executed.,string,Length: 19..31,,,,,,,,
Equipment,FieldReplaceableUnit,HwTestResult,hwTestStatus,1,Indicates the status of the last hardware test.,enum HwTestStatusEnum,"NO_TEST_RESULT
TEST_RESULT_OK
TEST_RESULT_CEF
TEST_RESULT_PEF",,,,,,,,
Equipment,FieldReplaceableUnit,SpecialIndicator,indicatorStatus,1,The current status of the special Indicator.,enum IndicatorStatus,"NOT_APPLICABLE
NOT_AVAILABLE
OFF
STEADY_ON
SLOW_BLINK
FAST_BLINK
DOUBLE_FLASH_AND_STEADY_ON
DOUBLE_FLASH_AND_OFF",,,,,,,,
Equipment,FieldReplaceableUnit,SpecialIndicator,indicatorName,1,The name of the special indicator.,string,Length: 0..128,"""None""",,,,,,,
Equipment,FieldReplaceableUnit,PositionStruct,altitude,1,"Defines the altitude part of the position of the unit in meters. Use +/- values to denote height or depth. 

Unit: 0.1 meter",int32,-8388608..8388607,0,0.1,meter,,,,,
Equipment,FieldReplaceableUnit,PositionStruct,geoDatum,1,"Denotes the geodetic datum for this position.

Example: WGS84 (World Geodetic System 1984) ",string,Length: 5,"""WGS84""",,,,,,,
Equipment,FieldReplaceableUnit,PositionStruct,latitude,1,"Defines the latitude part of the position of the unit. Use +/- values to denote north or south. 

Unit: 0.000001 degrees",int32,-90000000..90000000,0,0.000001,degrees,,,,,
Equipment,FieldReplaceableUnit,PositionStruct,longitude,1,Defines the longitude part of the position of the unit. Use +/- values to denote east or west.,int32,-180000000..180000000,0,0.000001,degrees,,,,,
Equipment,FieldReplaceableUnit,FloorInfo,floorNumber,1,"Floor number where radio DOT is installed.
",int16,-101..1000,-101,,,,,,,
Equipment,FieldReplaceableUnit,FloorInfo,heightOfDot,1,"Height of DOT above floor level.
",int16,-1..500,-1,0.1,m,,,,,
Equipment,ORadio,EcimPassword,cleartext,1,Indicates whether or not the password is entered in cleartext.,boolean,,,,,,,,,
Equipment,ORadio,EcimPassword,password,1,Holds the password or passphrase text.,string,,"""None""",,,,,,,
Equipment,ORadio,ReadFileListResult,status,1,Whether readFileList action is completed successfully.,enum FileOperationStatus,"FAILURE
SUCCESS",,,,,,,,
Equipment,ORadio,ReadFileListResult,fileList,0..,List of files received from ORadio unit.,string,,,,,,,,,
Equipment,ORadio,ReadFileListResult,rejectReason,1,Reason of failure of readFileList action.,string,,"""None""",,,,,,,
Equipment,ORadio,UploadFileNotificationResult,status,1,Whether file upload is completed successfully.,enum FileOperationStatus,"FAILURE
SUCCESS",,,,,,,,
Equipment,ORadio,UploadFileNotificationResult,localLogicalFilePath,1,Complete logical path of file in ORadio unit.,string,,"""None""",,,,,,,
Equipment,ORadio,UploadFileNotificationResult,rejectReason,1,Reason for file upload failure.,string,Length: 0..1,"""None""",,,,,,,
Equipment,ORadio,UploadFileNotificationResult,remoteFilePath,1,Complete logical path of file in file server.,string,,"""None""",,,,,,,
Equipment,OpmUnit,OpmProductData,manufacturerDesignation,1,Manufacturer designation of OPM Unit.,string,Length: 0..16,"""None""",,,,,,,
Equipment,OpmUnit,OpmProductData,manufacturerId,1,Manufacturer ID of OPM Unit.,string,Length: 0..16,"""None""",,,,,,,
Equipment,OpmUnit,OpmProductData,manufacturerRevision,1,Manufacturer revision of OPM Unit.,string,Length: 0..8,"""None""",,,,,,,
Equipment,OpmUnit,OpmProductData,productionDate,1,Production date of OPM Unit.,string,,,,,,,,,
Equipment,OpmUnit,OpmProductData,productNumber,1,"Product number of OPM Unit. States ""Non-Ericsson"" when information not available.",string,Length: 0..14,"""None""",,,,,,,
Equipment,OpmUnit,OpmProductData,productRevision,1,"Product version of OPM Unit. States ""Non-Ericsson"" when information not available.",string,Length: 0..8,"""None""",,,,,,,
Equipment,OpmUnit,OpmProductData,serialNumber,1,Serial number of OPM Unit.,string,Length: 0..16,"""None""",,,,,,,
Equipment,PlugInModule,ApcProductData,productionDate,1,"The production date is represented in two ways:

- the preferred syntax is four-digits for the year, two digits for the month, and two digits for the day.
Example: 19991231

- the date is also be represented by two digits for the year, followed by the letter W for week, and two digits for the number of the week.
Example: 99W52",string,Length: 5..8,"""None""",,,,,,,
Equipment,PlugInModule,ApcProductData,productName,1,The name of the product.,string,Length: 1..32,"""None""",,,,,,,
Equipment,PlugInModule,ApcProductData,productNumber,1,"The product number of the product.

Examples: ABC 101 001, CXC 123 456, 1/BFD 101 999
",string,Length: 1..24,"""None""",,,,,,,
Equipment,PlugInModule,ApcProductData,productRevision,1,"The revision state of the product.

Examples: R1, R1A, R1A02, P7B ",string,Length: 1..7,"""None""",,,,,,,
Equipment,PlugInModule,ApcProductData,serialNumber,1,The serial number of the product. ,string,Length: 1..13,"""None""",,,,,,,
Equipment,RadioProcessing,AntennaDcDcMeasurements,blockDcDc,1,Antenna DC-DC converter block ID.,string,,"""None""",,,,,,,
Equipment,RadioProcessing,AntennaDcDcMeasurements,capabilityStatus,1,Represents if radio has capability for measurements support.,enum CapabilityStatus,"NOT_SUPPORTED
SUPPORTED",,,,,,,,
Equipment,RadioProcessing,AntennaDcDcMeasurements,sampleTime,1,"Timestamp for the value.
Format: YYYY-MM-DD HH:MM:SS.XXX",string,,"""None""",,,,,,,
Equipment,RadioProcessing,AntennaDcDcMeasurements,voltageAvgValue,1,"Average voltage during integration period.

Unit: 0.1V",int16,,,,,,,,,
Equipment,RadioProcessing,AntennaDcDcMeasurements,voltageMaxValue,1,"Max voltage during integration period.

Unit: 0.1V",int16,,,,,,,,,
Equipment,RadioProcessing,AntennaDcDcMeasurements,voltageMinValue,1,"Min voltage during integration period.

Unit: 0.1V",int16,,,,,,,,,
Equipment,RadioProcessing,CarrierPowerMeasurementResult,capabilityStatus,1,Represents if radio has capability for measurements support.,enum CapabilityStatus,"NOT_SUPPORTED
SUPPORTED",,,,,,,,
Equipment,RadioProcessing,CarrierPowerMeasurementResult,carrierRef,1,Reference to carrier.,string,,"""None""",,,,,,,
Equipment,RadioProcessing,CarrierPowerMeasurementResult,powerAvgValue,1,"Average power during integration period.

Unit: 0.1 dBm",int16,,,,,,,,,
Equipment,RadioProcessing,CarrierPowerMeasurementResult,powerMaxValue,1,"Maximum power during integration period.

Unit: 0.1 dBm",int16,,,,,,,,,
Equipment,RadioProcessing,CarrierPowerMeasurementResult,powerMinValue,1,"Minimum power during integration period.

Unit: 0.1dBm",int16,,,,,,,,,
Equipment,RadioProcessing,CarrierPowerMeasurementResult,rfPort,1,LDN of RfPort MO.,string,,"""None""",,,,,,,
Equipment,RadioProcessing,CarrierPowerMeasurementResult,sampleTime,1,"Timestamp for the value.
Format: YYYY-MM-DD HH:MM:SS.XXX",string,,"""None""",,,,,,,
Equipment,RcvdPowerScanner,RcvdPowerFreqRange,freq,1,Measured frequency range.,int32,3550000..3700000,,1,kHz,,,,,
Equipment,RcvdPowerScanner,RcvdPowerFreqRange,bandwidth,1,Measured band width.,int32,"5000, 10000",,1,kHz,,,,,
Equipment,RcvdPowerScanner,RcvdPowerReport,freq,1..30,Frequency.,int32,3550000..3700000,,1,kHz,,,,,
Equipment,RcvdPowerScanner,RcvdPowerReport,bandwidth,1..30,Band width.,int32,"5000, 10000",,1,kHz,,,,,
Equipment,RcvdPowerScanner,RcvdPowerReport,rcvdPower,1..30,Received power.,int32,-10000..10000,,0.1,dBm,,,,,
Equipment,RdData,EutranCellArea,posCellBearing,1,Cell bearing in decimal degrees clockwise from north. ,int32,-1..3599,-1,0.1,degrees,,,,,
Equipment,RdData,EutranCellArea,posCellOpeningAngle,1,"Opening angle of cell (3 dB beam width) in decimal degrees. 

Value 0 is used to define omnidirectional cell.",int32,-1..3599,-1,0.1,degrees,,,,,
Equipment,RdData,EutranCellArea,posCellRadius,1,Cell radius in meters. ,int32,0..100000,0,,m,,,,,
Equipment,RfPort,VswrInfo,returnLoss,1,Return loss value.,string,Length: 0..5,"""None""",,,,,,,
Equipment,RfPort,VswrInfo,sampleTime,1,"Timestamp for the value. Format: YYYY-MM-DD HH:MM:SS.XXX
",string,Length: 0..23,"""None""",,,,,,,
Equipment,RfPort,VswrInfo,message,1,Message about insufficient readings above screening threshold.,string,Length: 0..160,"""None""",,,,,,,
Equipment,FreqBandData,VswrInfo,returnLoss,1,Return loss value.,string,Length: 0..5,"""None""",,,,,,,
Equipment,FreqBandData,VswrInfo,sampleTime,1,"Timestamp for the value. Format: YYYY-MM-DD HH:MM:SS.XXX
",string,Length: 0..23,"""None""",,,,,,,
Equipment,FreqBandData,VswrInfo,message,1,Message about insufficient readings above screening threshold.,string,Length: 0..160,"""None""",,,,,,,
NodeSupport,RfVswrInstallationCheck,TestResultOfVswr,frequencyRange,1,Downlink frequency range for which measurement is performed.,string,,"""None""",,,,,,,
NodeSupport,RfVswrInstallationCheck,TestResultOfVswr,reasonForNotTested,1,Reason why measurement cannot be executed.,enum ReasonForNotTested,"UNDEFINED
HW_NOT_SUPPORTED
INTERNAL_ERROR
NO_ACTIVE_CARRIER
HW_RESOURCE_CONFLICT
MAX_NUM_OF_RF_PORTS_REACHED",,,,,,,,
NodeSupport,RfVswrInstallationCheck,TestResultOfVswr,testResult,1,Result of test after comparing measured data with given thresholds.,enum TestResult,"NOT_TESTED
OK
OKW
NOK",,,,,,,,
NodeSupport,RfVswrInstallationCheck,TestResultOfVswr,rfPort,1,LDN of tested RF port.,string,,"""None""",,,,,,,
NodeSupport,RfVswrInstallationCheck,TestResultOfVswr,value,1,Value is calculated based on received measurement and compared to thresholdLow and thresholdHigh.,int16,,,0.1,dB,,,,,
Equipment,RiPort,SfpProductData,manufacturerDesignation,1,The manufacturer designation of the SFP module. ,string,Length: 0..16,"""None""",,,,,,,
Equipment,RiPort,SfpProductData,manufacturerId,1,The manufacturer ID of the SFP module. ,string,Length: 0..16,"""None""",,,,,,,
Equipment,RiPort,SfpProductData,manufacturerRevision,1,The manufacturer revision of the SFP module. ,string,Length: 0..8,"""None""",,,,,,,
Equipment,RiPort,SfpProductData,negotiatedBitRate,1,The maximum rate supported by the SFP module.,string,Length: 0..8,"""None""",,,,,,,
Equipment,RiPort,SfpProductData,productionDate,1,"The production date of the SFP module.
",string,Length: 0..7,"""None""",,,,,,,
Equipment,RiPort,SfpProductData,productNumber,1,"The product number of the SFP module.
",string,Length: 0..13,"""None""",,,,,,,
Equipment,RiPort,SfpProductData,productRevision,1,The product version of the SFP module. ,string,Length: 0..8,"""None""",,,,,,,
Equipment,RiPort,SfpProductData,serialNumber,1,The serial number of the SFP module.,string,Length: 0..15,"""None""",,,,,,,
Equipment,SfpModule,SfpProductData,manufacturerDesignation,1,The manufacturer designation of the SFP module. ,string,Length: 0..16,"""None""",,,,,,,
Equipment,SfpModule,SfpProductData,manufacturerId,1,The manufacturer ID of the SFP module. ,string,Length: 0..16,"""None""",,,,,,,
Equipment,SfpModule,SfpProductData,manufacturerRevision,1,The manufacturer revision of the SFP module. ,string,Length: 0..8,"""None""",,,,,,,
Equipment,SfpModule,SfpProductData,negotiatedBitRate,1,"The maximum rate supported by the SFP module.

Unit: 0.1 Gbps",string,Length: 0..8,"""None""",,,,,,,
Equipment,SfpModule,SfpProductData,productionDate,1,"The production date of the SFP module.
",string,Length: 0..8,"""None""",,,,,,,
Equipment,SfpModule,SfpProductData,productNumber,1,"The product number of the SFP module. States ""Non-Ericsson"" when information not available.
",string,Length: 0..14,"""None""",,,,,,,
Equipment,SfpModule,SfpProductData,productRevision,1,"The product version of the SFP module. States ""Non-Ericsson"" when information not available",string,Length: 0..8,"""None""",,,,,,,
Equipment,SfpModule,SfpProductData,serialNumber,1,The serial number of the SFP module.,string,Length: 0..16,"""None""",,,,,,,
Equipment,SupportUnit,ApcProductData,productionDate,1,"The production date is represented in two ways:

- the preferred syntax is four-digits for the year, two digits for the month, and two digits for the day.
Example: 19991231

- the date is also be represented by two digits for the year, followed by the letter W for week, and two digits for the number of the week.
Example: 99W52",string,Length: 5..8,"""None""",,,,,,,
Equipment,SupportUnit,ApcProductData,productName,1,The name of the product.,string,Length: 1..32,"""None""",,,,,,,
Equipment,SupportUnit,ApcProductData,productNumber,1,"The product number of the product.

Examples: ABC 101 001, CXC 123 456, 1/BFD 101 999
",string,Length: 1..24,"""None""",,,,,,,
Equipment,SupportUnit,ApcProductData,productRevision,1,"The revision state of the product.

Examples: R1, R1A, R1A02, P7B ",string,Length: 1..7,"""None""",,,,,,,
Equipment,SupportUnit,ApcProductData,serialNumber,1,The serial number of the product. ,string,Length: 1..13,"""None""",,,,,,,
Equipment,SupportUnit,SpecialIndicator,indicatorStatus,1,The current status of the special Indicator.,enum IndicatorStatus,"NOT_APPLICABLE
NOT_AVAILABLE
OFF
STEADY_ON
SLOW_BLINK
FAST_BLINK
DOUBLE_FLASH_AND_STEADY_ON
DOUBLE_FLASH_AND_OFF",,,,,,,,
Equipment,SupportUnit,SpecialIndicator,indicatorName,1,The name of the special indicator.,string,Length: 0..128,"""None""",,,,,,,
Equipment,SupportUnit,SuAddressInfo,hostObjectReference,1,LDN or FRO ID of the support unit host.,string,,"""None""",,,,,,,
Equipment,SupportUnit,SuAddressInfo,hostPortNumber,1,Port on the host that the support unit is connected to by the support unit bus.,int32,,,,,,,,,
Equipment,SupportUnit,SuAddressInfo,supportUnitBusAddress,1,The high level data link control (HDLC) address of the support unit on the support unit bus.,int32,,,,,,,,,
Equipment,SupportUnit,SuAddressInfo,supportUnitHostPortNumber,1,Port on the support unit the host is connected to by the support unit bus.,int32,,,,,,,,,
Equipment,SupportUnit,SuAddressInfo,hostedSupportUnitReference,1,Reference to a hosted support unit. The support unit that terminates the support unit bus interface has reference 0. Hosted support units have a reference > 0.,int32,0..8,,,,,,,,
EquipmentSupportFunction,BatteryBackup,ApcBatteryTestResult,estimatedBatteryStateOfHealth,1,"Estimated state-of-health of the tested battery. State-Of-Health is calculated as: estimatedNominalBatteryCapacity / referenceBatteryCapacity * 100
Dependencies: The parameter value is undefined if a battery backup time test was executed.
Unit: 1 %
Undefined value: -1
",int32,-1..100,,,%,,,,,
EquipmentSupportFunction,BatteryBackup,ApcBatteryTestResult,estimatedNominalBatteryCapacity,1,"Estimated nominal battery capacity of the tested battery
Dependencies: The parameter value is undefined if a battery backup time test was executed.
Unit: 1 Ah
Undefined value: -1
",int32,-1..99999999,,,Ah,,,,,
EquipmentSupportFunction,BatteryBackup,ApcBatteryTestResult,initiation,1,"Describes how the battery test was initiated.
",enum ApcBatteryTestInitiation,"UNDEFINED
AUTOMATIC_PERIODIC
CONFIGURED_PERIODIC
MAINS_FAILURE_PERIODIC
ON_DEMAND
ON_DEMAND_FORCED",,,,,,,,
EquipmentSupportFunction,BatteryBackup,ApcBatteryTestResult,measuredBackupTime,1,"The measured time from test start until end of test
Unit: 1 minute
Undefined value: -1
",int32,-1..99999999,,,Minute,,,,,
EquipmentSupportFunction,BatteryBackup,ApcBatteryTestResult,measuredConsumedCapacity,1,"Measured total consumed capacity from test start until end of test
Unit: 1 Ah
Undefined value: -1",int32,-1..99999999,,,Ah,,,,,
EquipmentSupportFunction,BatteryBackup,ApcBatteryTestResult,outcome,1,"Outcome of the automatic evaluation of the battery test
Possible values:
• UNDEFINED
• PASSED
• FAILED",enum ApcBatteryTestOutcome,"UNDEFINED
PASSED
FAILED",,,,,"For a battery capacity test, the evaluation is done by comparing the estimatedBatteryStateOfHealth with the minimumStateOfHealth, if test mode is set to CONFIGURED. If testMode is set to AUTOMATIC, the estimatedBatteryStateOfHealth is compared with 70%.
For a battery backup time test, the evaluation is done by comparing the measuredBackupTime with the minimumBackupTime.
",,,
EquipmentSupportFunction,BatteryBackup,ApcBatteryTestResult,startDate,1,"The date the battery test was started. Format: ""YYYYMMDD""
Undefined value: ""000000""",string,Length: 8,"""None""",,,,,,,
EquipmentSupportFunction,BatteryBackup,ApcBatteryTestResult,startTime,1,"The time the battery test was started. Format: ""HH:MM"", 24 h format
Undefined value: ""--:--""",string,Length: 5,"""None""",,,,,,,
EquipmentSupportFunction,BatteryBackup,ApcBatteryTestStatus,estimatedRemainingBackupTime,1,"Calculated estimate of remaining backup time
Unit: 1 minute
Undefined value: -1
",int32,-1..99999999,,,,,"Value is only defined if battery capacity test is executed.
Value is undefined if:
    - battery backup time test is executed
    - referenceBatteryCapacity attribute is undefined
    - testState parameter is set to PENDING
    - forced parameter is set to true
    - test does not start within pending period (24 hours)",,,
EquipmentSupportFunction,BatteryBackup,ApcBatteryTestStatus,measuredConsumedCapacityInTest,1,"Measured total consumed capacity from test start until execution of this action
Dependencies: The parameter value is undefined if parameter testState is PENDING.
Unit: 1 Ah
Undefined value: -1",int32,-1..99999999,,,,,,,,
EquipmentSupportFunction,BatteryBackup,ApcBatteryTestStatus,measuredElapsedTime,1,"Time from test start until execution of this action
Dependencies: The parameter value is undefined if parameter testState is PENDING.
Unit: 1 minute
Undefined value: -1",int32,-1..99999999,,,,,,,,
EquipmentSupportFunction,BatteryBackup,ApcBatteryTestStatus,testState,1,"Current state of battery test.
",enum ApcBatteryTestState,"UNDEFINED
PENDING
IN_PROGRESS",,,,,,,,
EquipmentSupportFunction,Climate,ApcEnhancedModeSetup,internalFanRampUpTemp,1,"Temperature at which internal fans ramp up. If empty, cabinet default is used.",int32,15..40,,,,,,,,
EquipmentSupportFunction,Climate,ApcEnhancedModeSetup,externalFanStartTemp,1,"Temperature at which external fans start. If empty, cabinet default is used.",int32,15..40,,,,,,,,
EquipmentSupportFunction,PowerSupply,SmartLoadSharingConfig,lowLoadLevelTreshold,1,"PSU load level. When reached, switches PSU to standby mode.",int32,10..40,30,,%,,highLoadLevelTreshold >= lowLoadLevelTreshold*2+5,Since 18.Q2. Replaced by lowLoadLevelThreshold,,
EquipmentSupportFunction,PowerSupply,SmartLoadSharingConfig,highLoadLevelTreshold,1,"PSU load level. When reached, switches another PSU to active mode.",int32,55..85,70,,%,,highLoadLevelTreshold >= lowLoadLevelTreshold*2+5,Since 18.Q2. Replaced by highLoadLevelThreshold,,
EquipmentSupportFunction,PowerSupply,SmartLoadSharingConfig,highLoadLevelThreshold,1,"PSU load level. When reached, switches another PSU to active mode.",int32,55..85,70,,%,,highLoadLevelThreshold >= lowLoadLevelThreshold*2+5,,,
EquipmentSupportFunction,PowerSupply,SmartLoadSharingConfig,lowLoadLevelThreshold,1,"PSU load level. When reached, switches PSU to standby mode.",int32,10..40,30,,%,,highLoadLevelThreshold >= lowLoadLevelThreshold*2+5,,,
NodeSupport,CapacityUsage,HupInfo,totInstalled,1,"Total amount of HUPs available for distribution.

Example:
""IP:BB6648:1:16;EP::1:4;EP::2:5;"" ",string,,"""None""",,,,,,,
NodeSupport,CapacityUsage,HupInfo,totAllocated,1,"Total amount of HUPs allocated to all RATs.

Example:
""IP:BB6648:1:16;EP::2:5;"" ",string,,"""None""",,,,,,,
NodeSupport,CapacityUsage,HupInfo,totFree,1,"Total amount of free HUPs available for distribution.

Example:
""EP::1:4;"" ",string,,"""None""",,,,,,,
NodeSupport,CapacityUsage,HupInfo,lteAllocated,1,"Total amount of HUPs allocated on LTE.

Example:
""IP:BB6648:1:8;"" ",string,,"""None""",,,,,,,
NodeSupport,CapacityUsage,HupInfo,nrAllocated,1,"Total amount of HUPs allocated to NR.

Example:
""IP:BB6648:1:8;EP::2:5;"" ",string,,"""None""",,,,,,,
NodeSupport,CapacityUsage,HupInfo,lteAllocatedUnusedCapacity,1,Number of unused HWACs allocated to LTE.,int32,,,,,,,,,
NodeSupport,CapacityUsage,HupInfo,nrAllocatedUnusedCapacity,1,Number of unused HWACs allocated to NR.,int32,,,,,,,,,
NodeSupport,CapacityUsage,HupInfo,licenseKeyId,1,"Identity of the HWAC license key.

Example:
CXC 401 2472",string,,"""None""",,,,,,,
NodeSupport,CapacityUsage,HupInfo,licenseKeyName,1,"Name of the HWAC license key.

Example:
60 MHz Antenna Bandwidth",string,,"""None""",,,,,,,
NodeSupport,CapacityUsage,HupInfo,wcdmaAllocated,1,"Total amount of HUPs allocated on WCDMA.

Example:
""IP:BB6631:1:2;"" ",string,,"""None""",,,,,,,
NodeSupport,CapacityUsage,HupInfo,wcdmaAllocatedUnusedCapacity,1,Number of unused HWACs allocated to WCDMA.,int32,,,,,,,,,
NodeSupport,CapacityUsage,HupInfo,gsmAllocated,1,"Total amount of HUPs allocated to GSM.

Example:
""IP:BB6631:1:8;EP::2:5;"" ",string,,"""None""",,,,,,,
NodeSupport,CapacityUsage,HupInfo,gsmAllocatedUnusedCapacity,1,Number of unused HWACs allocated to GSM.,int32,,,,,,,,,
