PmEvent Name,Event Parameter Name,GPB Field Number,PmEventHeader/Payload,Parameter Description,Parameter Type,MANDATORY,DeprecatedSince,ReasonForDeprecation,UNIT,UsedSubrange,SupportedBands,SupportedDeployments,License,LimitationReason,EventParameterStatus,Filters,Filter Description,Filter DeprecatedSince,Filter ReasonForDeprecation,Filter Status
DuPerUeRbTrafficRepAggr60,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
DuPerUeRbTrafficRepAggr60,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,gnb_du_id,3,Payload,The gNodeB-DU identifier.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,nci,4,Payload,NR cell identity. See 3GPP TS 38.300.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,qos_value,5,Payload,QoS value of bearer for which latency and contention delay values are measured. Can be QCI value (NSA) or 5QI value (SA).,int64,Y,,,,0 - 255,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_vol_dl_drb,6,Payload,MAC SDU volume in downlink transmitted for HARQ initial transmission.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_vol_dl_drb_last_slot,7,Payload,MAC SDU volume in downlink for HARQ initial transmission in last slot of burst when buffer is emptied.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_time_dl_drb,8,Payload,Initial HARQ transmission time in downlink since DRB was last scheduled while there is data in buffer.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_time_dl_drb_samp,9,Payload,Samples to measure time for HARQ initial transmission scheduling of DRB since DRB was last scheduled. Meanwhile there is data in buffer.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_time_dl_drb_last_slot,10,Payload,Time for last slot of burst scheduling since DRB was last scheduled. Meanwhile buffer is drained.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_time_dl_drb_last_slot_samp,11,Payload,Samples to measure time for last slot of burst scheduling of DRB since DRB was last scheduled. Meanwhile buffer is drained.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_vol_dl_drb_single_burst,12,Payload,MAC SDU volume in downlink for single-burst cases transmitted for HARQ initial transmission for each DRB.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_vol_dl_drb_single_burst_samp,13,Payload,Samples taken when new packet arrives to an empty buffer. Buffer is drained by single scheduling occasion.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_rlc_delay_time_dl,14,Payload,RLC delay time in downlink.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_rlc_delay_pkt_trans_dl,15,Payload,Samples of RLC delay measurements in downlink.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,gnb_id_length,16,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,nr_type,17,Payload,Type of NR node. Can be SA or Non-Standalone (NSA).,enum NrType,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,serving_plmn_id,18,Payload,"PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,ue_power_class,19,Payload,UE power class value.,enum UePowerClass,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not verified in High-band,USED,,,,,
DuPerUeRbTrafficRepAggr60,pref_ue_group_id,20,Payload,Identifier of preference UE group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,ue_group_id,21,Payload,Identifier of UE group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,s_nssai,22,Payload,"Network slicing identifier.

Composed of slice service type and service differentiator with following characteristics
  - Slice service type is 1-byte mandatory field with value between 0 and 255.
  - Service differentiator is 3-byte optional field.
",bytes,Y,,,,,"Low-band, Mid-band, High-band",NR SA,,,USED,,,,,
DuPerUeRbTrafficRepAggr60,bearer_id,23,Payload,Bearer identity.,int64,Y,,,,0 - 9,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,ue_mobility_group_id,24,Payload,Identifier of UE mobility group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,ue_service_group_id,25,Payload,Identifier of UE service group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,num_of_aggregated_events,26,Payload,Number of aggregated events.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,last_time_stamp,27,Payload,Time stamp of last aggregated source event.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,ue_admission_group_id,28,Payload,Identifier of UE admission group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_rbsym_used_pdsch,29,Payload,Aggregated number of PDSCH resource block symbols used for each downlink DRB. Limited to initial transmission.,int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_lat_time_dl_drxactive_insync,30,Payload,MAC latency in downlink for each DRB without DRX impact and out-of-sync impact.,int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_lat_time_dl_drxactive_insync_samp,31,Payload,Samples of MAC latency measurements in downlink for each DRB without DRX impact and out-of-sync impact.,int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_lat_time_dl_drxinactive_insync,32,Payload,MAC latency in downlink for each QoS with DRX impact but without out-of-sync impact.,int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_lat_time_dl_drxinactive_insync_samp,33,Payload,Samples of MAC latency measurements in downlink for each DRB with DRX impact but without out-of-sync impact.,int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,nrdc_configured,34,Payload,Identifier of whether NR-DC is configured.,enum PmBooleanType,Y,,,,,"Low-band, Mid-band, High-band",NR SA,"LicenseKeyId: CXC4012582, LicenseMoId: NrNrDualConnectivity, LicenseName: NR-NR Dual Connectivity",CR vDU not supported,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_overlap_time_dl_drb_ext_scell,36,Payload,"Counter that records time overlap between two carrier aggregation data bursts, where first data burst time is overlapped with second data burst time due to scheduling delay on external SCell.
This time is subtracted from other counters intended for user throughput calculation.
Unit: one hundred and twenty five microseconds
",int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_vol_dl_drb_overlap_last_slot,37,Payload,"Aggregated volume of downlink MAC SDUs transmitted for HARQ initial transmission in last slot of burst that overlaps with subsequent burst when buffer is emptied.
HARQ retransmission is excluded.
Unit: bytes
",int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_vol_dl_drb_single_slot_short_burst,38,Payload,"Aggregated volume of downlink MAC SDUs for single slot short burst cases that are transmitted for HARQ initial transmission for each DRB.
Single slot short burst case is when new packet arrives to empty buffer and buffer is drained by single scheduling occasion on each active component carrier.
HARQ retransmission is excluded.
Unit: bytes
",int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_time_dl_drb_single_slot_short_burst,39,Payload,"Aggregated time for HARQ initial transmission scheduling of single slot short burst cases of downlink DRB while there is data in buffer.
Unit: one hundred and twenty five microseconds
",int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_ul_data_bursts,40,Payload,"Number of data bursts in uplink reported for highest priority DRB in each LCG for each UE.
",int64,Y,,,,,High-band,"EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_rlc_delay_time_dl_max_list,41,Payload,RLC maximum delay time in downlink.,repeated <int64>,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA","LicenseKeyId: CXC4012731, LicenseMoId: NrEnhancedSlicingObservability, LicenseName: Nr Enhanced Slicing Observability",,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_vol_ul_res_drb,42,Payload,"Aggregated scheduled volume for each DRB when restricted. Stepped at scheduling decisions for estimated restricted volume.
Unit: byte
",int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA","LicenseKeyId: CXC4012728, LicenseMoId: NrQosAwareUlThroughputObs, LicenseName: NR QoS-Aware Uplink Throughput Observability",,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_sched_time_ul_drb,43,Payload,"Aggregated time since last schedule of restricted uplink data volume. Stepped at scheduling decisions when the buffer is not emptied.
Unit: 125 microseconds
",int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA","LicenseKeyId: CXC4012728, LicenseMoId: NrQosAwareUlThroughputObs, LicenseName: NR QoS-Aware Uplink Throughput Observability",,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_vol_ul_drb_cg,44,Payload,"Aggregated volume in MAC SDU of data transmissions for each DRB, initiated in uplink with configured grant and successfully received.
BSR, PHR, MAC CE and any padding are excluded.
Unit: bytes
",int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,status preliminary,PRELIMINARY,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_max_channel_capacity_dl_drb_list,45,Payload,"List of aggregated estimated maximum downlink channel capacity for DRBs handled with prioritized rate over a one-second period.
Unit: bits per slot
",repeated <int64>,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_max_channel_capacity_dl_drb_samp_list,46,Payload,"List of number of estimated maximum downlink channel capacity samples for DRBs handled with prioritized rate over a one-second reporting period.
Unit: N/A
",repeated <int64>,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_prioritized_rate_dl_drb,47,Payload,"Configured prioritized rate for downlink.
Unit: bits per slot
",int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_max_channel_capacity_ul_drb_list,48,Payload,"List of aggregated estimated maximum uplink channel capacity for DRBs handled with prioritized rate over a one-second period.
Unit: bits per slot
",repeated <int64>,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_max_channel_capacity_ul_drb_samp_list,49,Payload,"List of number of estimated maximum uplink channel capacity samples for DRBs handled with prioritized rate over a one-second reporting period.
Unit: N/A
",repeated <int64>,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_prioritized_rate_ul_drb,50,Payload,"Configured prioritized rate for uplink.
Unit: bits per slot
",int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_time_ul_res_drb_max_list,51,Payload,"List of maximum durations of restricted scheduling state for LCG that corresponds to a given DRB, during a sixty-second period.",repeated <int64>,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA","LicenseKeyId: CXC4012731, LicenseMoId: NrEnhancedSlicingObservability, LicenseName: Nr Enhanced Slicing Observability",status preliminary,PRELIMINARY,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_init_sched_delay_ul_max_list,52,Payload,"List of maximum delays between reception of new data in an empty buffer and first grant on PDCCH for that data, during a sixty-second period.",repeated <int64>,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA","LicenseKeyId: CXC4012731, LicenseMoId: NrEnhancedSlicingObservability, LicenseName: Nr Enhanced Slicing Observability",status preliminary,PRELIMINARY,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_time_dl_ca_drb_activity,53,Payload,"Aggregated time for HARQ initial transmission scheduling activity of downlink DRB for data volume classified as carrier aggregation bursts. Scheduling activity refers to time interval from first scheduling occasion of a burst until all data in DRB buffer is drained.
Unit: 125 microseconds
",int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_time_dl_ca_config_drb_activity,54,Payload,"Aggregated time for HARQ initial transmission scheduling activity of downlink DRB associated with carrier aggregation-configured UEs. Scheduling activity refers to time interval from first scheduling occasion of a burst until all data in DRB buffer is drained.
Unit: 125 microseconds
",int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_vol_dl_ca_drb,55,Payload,"Aggregated volume of downlink MAC SDUs transmitted for HARQ initial transmission for each DRB, classified as carrier aggregation bursts. HARQ retransmission is excluded.
Unit: bytes
",int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeRbTrafficRepAggr60,per_rb_mac_time_dl_ca_drb,56,Payload,"Aggregated time for HARQ initial transmission scheduling of downlink DRB for data volume classified as carrier aggregation bursts, with data in buffer.
Unit: 125 microseconds
",int64,Y,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
DuPerUeTrafficRep,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
DuPerUeTrafficRep,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
DuPerUeTrafficRep,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
DuPerUeTrafficRep,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
DuPerUeTrafficRep,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
DuPerUeTrafficRep,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
DuPerUeTrafficRep,per_ue_rlc_arq_dl_ack,1,Payload,RLC automatic repeat requests acknowledged in downlink.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_rlc_arq_dl_nack,2,Payload,RLC automatic repeat requests not acknowledged in downlink.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_rlc_arq_ul_ack,3,Payload,RLC automatic repeat requests acknowledged in uplink.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_rlc_arq_ul_nack,4,Payload,RLC automatic repeat requests not acknowledged in uplink.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_dl_ack_qpsk,6,Payload,Successful HARQ transmissions in downlink using QPSK modulation.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_dl_ack_16_qam,7,Payload,Successful HARQ transmissions in downlink using 16-QAM modulation.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_dl_ack_64_qam,8,Payload,Successful HARQ transmissions in downlink using 64-QAM modulation.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_dl_ack_256_qam,9,Payload,Successful HARQ transmissions in downlink using 256-QAM modulation.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not supported in HB SA,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_dl_dtx_qpsk,10,Payload,Occasions when HARQ feedback for HARQ transmissions in downlink using QPSK modulation cannot be detected from UE.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_dl_dtx_16_qam,11,Payload,Occasions when HARQ feedback for HARQ transmissions in downlink using 16-QAM modulation cannot be detected from UE.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_dl_dtx_64_qam,12,Payload,Occasions when HARQ feedback for HARQ transmissions in downlink using 64-QAM modulation cannot be detected from UE.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_dl_dtx_256_qam,13,Payload,Occasions when HARQ feedback for HARQ transmissions in downlink using 256-QAM modulation cannot be detected from UE.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not supported in HB SA,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_dl_nack_qpsk,14,Payload,Unsuccessful HARQ transmissions in downlink using QPSK modulation.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_dl_nack_16_qam,15,Payload,Unsuccessful HARQ transmissions in downlink using 16-QAM modulation.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_dl_nack_64_qam,16,Payload,Unsuccessful HARQ transmissions in downlink using 64-QAM modulation.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_dl_nack_256_qam,17,Payload,Unsuccessful HARQ transmissions in downlink using 256-QAM modulation.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not supported in HB SA,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_ul_ack_qpsk,18,Payload,Successful HARQ receptions in uplink using QPSK modulation. Successful HARQ receptions with no data of pre-scheduling are excluded.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_ul_ack_16_qam,19,Payload,Successful HARQ receptions in uplink using 16-QAM modulation. Successful HARQ receptions with no data of pre-scheduling are excluded.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_ul_ack_64_qam,20,Payload,Successful HARQ receptions in uplink using 64-QAM modulation. Successful HARQ receptions with no data of pre-scheduling are excluded.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_ul_dtx_qpsk,21,Payload,DTX detections for HARQ transmissions in uplink using QPSK modulation. DTX detections of pre-scheduling are excluded.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_ul_dtx_16_qam,22,Payload,DTX detections for HARQ transmissions in uplink using 16-QAM modulation. DTX detections of pre-scheduling are excluded.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_ul_dtx_64_qam,23,Payload,DTX detections for HARQ transmissions in uplink using 64-QAM modulation. DTX detections of pre-scheduling are excluded.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_ul_nack_qpsk,24,Payload,Unsuccessful HARQ receptions in uplink using QPSK modulation. Unsuccessful HARQ receptions of pre-scheduling are excluded.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_ul_nack_16_qam,25,Payload,Unsuccessful HARQ receptions in uplink using 16-QAM modulation. Unsuccessful HARQ receptions of pre-scheduling are excluded.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_harq_ul_nack_64_qam,26,Payload,Unsuccessful HARQ receptions in uplink using 64-QAM modulation. Unsuccessful HARQ receptions of pre-scheduling are excluded.,int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_ul_unres_ue_pucch_sr_grant,27,Payload,"Samples of MAC SDU volume successfully received in uplink, and not restricted by air interface. Sent using one grant given by gNodeB to answer a PUCCH Scheduling Request (SR).",int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,High-band not ready,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_ul_unres_ue_preempt_grant,28,Payload,"Samples of MAC SDU volume successfully received in uplink, not restricted by air interface. Sent using one pre-emptive grant given by gNodeB to anticipate need of sending a PUCCH Scheduling Request (SR) by UE.",int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,High-band not ready,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_ul_unres_ue_bsr_grant,29,Payload,"Samples of MAC SDU volume successfully received in uplink, not restricted by air interface. Sent using one grant given by gNodeB to empty UE buffer.",int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,High-band not ready,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_ul_res_ue_last_slot,30,Payload,"Samples of MAC SDU volume successfully received in uplink, while being restricted by air interface. Received in last slot of a burst.",int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,High-band not ready,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_ul_res_ue_late,31,Payload,"Samples of MAC SDU volume successfully received in uplink, while being restricted by air interface. Received after last slot of a burst.",int64,Y,,,,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,High-band not ready,USED,,,,,
DuPerUeTrafficRep,main_plmn_id,32,Payload,"Main PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit, if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,gnb_id,33,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,gnb_du_id,34,Payload,The gNodeB-DU identifier.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,gnb_id_length,35,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_vol_ul_unres_ue_pucch_sr_grant,36,Payload,MAC SDU volume in uplink successfully received and not restricted by air interface. Sent using one grant given by gNodeB to answer a PUCCH Scheduling Request (SR).,int64,Y,,,byte,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_vol_ul_unres_ue_preempt_grant,37,Payload,MAC SDU volume in uplink successfully received and not restricted by air interface. Sent using one pre-emptive grant given by gNodeB to anticipate need of sending a PUCCH Scheduling Request (SR) by UE.,int64,Y,,,byte,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
DuPerUeTrafficRep,per_ue_mac_vol_ul_unres_ue_bsr_grant,38,Payload,"MAC SDU volume in uplink successfully received, and not restricted by air interface. Sent using one grant given by gNodeB to empty UE buffer.",int64,Y,,,byte,0 - 4294967295,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED,,,,,
